,Username,location,friend_count,review_count,photo_count,rating,date,review,Url
740,David Y.,"Glendale, CA",7,18,,4,2/22/2012,"I go to this place at least 1 or 3 time a month on the weekends, The food has always been great and the service: decent. It gets busy on the weekends, so the wait time sucks.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
741,Anastacia S.,"Glendale, CA",0,19,3,1,12/22/2012,"Terrible service each time I have been there, not going back. åÊSeated quickly but waited atleast 10 min. for someone to take my order. åÊWait staff seems to disappear after they bring the food. åÊWrong amount charged to my credit card, I signed and have a receipt for the correct amount but was charged more, called manager and he corrected it and all he said was ""sorry for the inconvenience"". åÊThere are plenty of other choices for restaurants in the area, don't waste your time with this place.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
742,Marianna D.,"Glendale, CA",49,12,,4,2/03/11,"Very fun restaurant! The food is pretty good. I usually get the Santa Fe salad which is amazing, and they have a thin crust pizza which is excellent. åÊIf you save enough room for dessert, their pizookies are out of this world!! You must try their pizookie. åÊ Service can be slow, but it's worth it.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
743,CJ J.,"Irvine, CA",1367,1047,570,3,3/23/2008,"Big Patio. Bar area is kind of small. Main dining area is huge. BJ's is BJ's. Nothing really different from the rest of the locations, except that they were strict about not putting a chair at the end of our booth. Apparently it's ok if you're the first or last booth in the bar area, but the middle tables are NOT allowed to have a chair at the end of the booth. WHACKNESS! They need to put more high bar tables or something to compensate for not allowing a chair to be brought to the table. The tv's attract many people to the bar so it should be allowed! They let us sit a bit squished at the booth which was WHACKNESS DUDE! Bad customer service. Anywhoo... I had the Great White mini pizza which was $5 during happy hour and the raspberry frambois. Frambois is so good! The thin pesto pizza is yummy too along with the pazooki. Thanks DIane for letting me have a taste. It's too addicting for me to order my own whole one. No way! :) Good times.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
744,Ninkasi D.,"Pasadena, CA",32,121,4,4,11/07/07,"Updated Again: 2/14/08 - The GM sat down with my friend and I, listened to ALL of our concerns, and was SUPER responsive, rather than being defensive about the things outlined here. There's been a major turnover in staff and things are improving. Updated 1/27/08 -It didn't take long for this BJs to loose two stars - and believe me, those are only for the beer, which is sometimes far from being spot-on. But the reason why I've reduced my rating from four stars to two is because, with the exception of my first visit there, there hasn't been ONE time that I have eaten here when there wasn't an issue with the quality of service received.  For example: during a recent visit on a Sunday afternoon. I wanted the fish sans chips - in other words, fish n chips w/o the chips.  Our waitress was polite and helpful, took our order quickly, repeated it back to us, and brought our drinks to us without much of a wait. However, things went from good to awful when a server came with our food, slammed it down on the table and walked away. Problem was, she brought fish and chips - exactly what I didn't want - and there was no sign of my salad.  After about five or so minutes, I managed to get her attention and explained to her that I'd ordered fish only, no chips and wanted a substitute salad instead.  Without a word, she stomped away, and came back a few minutes later and SHOVED - literally SHOVED - the salad across the table at me. I said - politely - ""Excuse me, but ...."" and before I could finish she said, ""You wanted a salad. Well there it is."" And she stomped away again. Rather than make a scene, I quietly asked another server for a manager. We explained the situation to her and she apologized profusely for the behavior of this person and gave us a complementary pizookie.  Other weird stuff has happened since then, including being brought our bill WITH our meal and being told that it was a company policy.  There were two occasions where our party had to wait 20 minutes for our drinks, and then had them served in plastic cups because they ran out of clean glasses. C'mon folks - it's a BREWERY with a full bar, for goodness sake! People WILL order drinks, and plenty of them! The food quality has gone down rapidly, as has the service, which is sad because when this place first opened, it wasn't unusual for me to come here two or three times a week. I work on the opposite end of Brand, and the place was a favorite among our sizable group. Sadly, we will have to find another place to frequent. +++++++++++++++++++++++++++++++++++++++++++++++++++++ There's a new BJ's Brewhouse in town, and from what I've experienced so far, it's good - really good!  I've been a long time frequenter of the Arcadia location, and have been to Burbank several times as well. The food in Arcadia is sub-par compared to what it used to be about 5 years ago, and we always get spotty, if not weird service in Burbank. I love the decor at this location, which is less sports-bar-esque and more restaurant trendy for the office crowd on North Brand. There are still a number of televisions scattered about, but this place seems to be more about enjoying a good session beer or two (of which they have a few), or a night out with a special someone, or just to hang with friends. But I don't go to BJ's for the decor, I go for the brews. And considering that this place is brand new (just over two weeks old at the time of this writing) - and given that a lot of things can go wrong with house brews, åÊthese guys mostly got it right the first time. My favorite BJ's brew, the Piranha Pale Ale, was a bit flat the first night I visited. Not quite enough CO2 in the mix for my taste, and not quite the level of signature hoppy bitterness I prefer. But the Nutty Brewnette (not me - the beer) was spot on, and was smooth like butta.  On subsequent visits - and there have been a few because I work just up the street - every beer I've had has been fresh and tasty, just like momma likes 'em. As for the food...I've found BJ's to be sorely lacking in the grub department as of late, but the folks in the Glendale kitchen have it goin' on. From pasta to fish and chips, the food I've sampled here has been well prepared, served hot, and is quite tasty. And last but not least - service. I know these folks are new, but on one occasion, we were seated at a table near the bar, and while nearly eight different servers passed us by, not one stopped to see if we'd been helped.  Finally, after having his back to us and serving the table immediately next to us, I caught the eye of one guy who rather reluctantly asked, ""Has anyone helped you?"" We said no, to which he replied, ""Well, I don't know where the guy is who is supposed to be here, but I guess I can help you. "" Gee, thanks? Other than that, I've been quite happy with my overall experience here, and I'll definitely be going back again.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
745,Javier M.,"Los Angeles, CA",63,9,,1,11/25/2012,"Bad service. Waited 10 minutes for menus. Once our food came out, no silverware. Tried to get a refill and I had to walk to the bar to ask for a refill. Not coming back.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
746,Jeff K.,"La Crescenta, CA",91,485,27,4,2/25/2008,"Welcome to BJ's. yea stop laughing at the dumb acronym.  Full. Rack. Ribs. mmmm. now for the beer choice... if you're indecisive on which beer you want to kill your liver with, try out the sampler. it consists of 7 sample sized beers you can try out. I believe they're a quarter pint each or something like that. You could also mix and match the beers into a glass like my friend, aka Jack Brewer, lol. sorry i was watching ""24"" a lot at the time.  The parking can be tough to find despite the 2 story parking structure so you might wanna consider valet so you can get your beer on ASAP.  nice place to hit up before/after a movie since it's close from AMC.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
747,M T.,"Los Angeles, CA",6,193,3,2,8/28/2010,"Decent food, horrible service. åÊI went here a couple months ago with friends and got there about 30 minutes before closing. åÊWe rushed in, knowing we had to order quickly before the kitchen closed. åÊHere is what happened: - Got there and there wasn't a host/hostess. åÊWaited there. åÊA few waiters/waitresses saw us, but did nothing...fair enough, it isn't their job. åÊ - After 15 minutes of just standing there, we flagged down a waiter and asked to be seated. åÊHe told us to got to a specific table and he'd be there. åÊNever came. - After 5 minutes at that table, we had to wander around the dining area for 5 more minutes to flag down another person. åÊ - The second waiter we flagged down seated us and said he'd be back. åÊHe came back in about 5 minutes and said, ""You need to order quickly because the kitchen is about to close!"" åÊNo crap. åÊToo bad we wasted 25 minutes just trying to be seated. - The 2nd waiter was nice, but even he didn't give the best service. åÊOnce he served us, he rarely came to check on us for refills, etc. åÊWe always had to wait and flag him down. I know that we got there late, but that is no excuse. åÊIf they don't want to serve people after a certain time, I have an idea....don't stay open late!!! åÊInstead, I guess they figure they'll just ingore anyone who comes in at a certain time. åÊNot cool! As for the food, it was decent. åÊOn par with other establishments like this. åÊBut, I will be hard-pressed to return after the horrid service at this place.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
748,Azniv B.,"Los Angeles, CA",43,35,534,4,8/15/2012,"its hopping on weekends, chill place to go on a date or with family, lively atmosphere great drink options!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
749,Nez P.,"Eagle Rock, CA",99,107,,3,1/25/2010,"My friend and I wanted to have dinner + drinks last night, and decided on BJ's because it was close to our area. There was a 30-45 minute wait, but I couldn't blame them because there was a football game on and no one was leaving. When we were finally seated, we started off with the avocado egg rolls which I found to be surprisingly good. It had a sweet dip on the side that complemented the avocado really well. As for drinks, I had a Pomegranate Sunset, which I liked. It wasn't strong, I didn't get a buzz, but it was refreshing. My friend got the Raspberry Lemon Drop, and it was way too sweet. In fact it tasted like liquid candy. Between the two of us, we couldn't even finish it, but I could say that it was stronger than the one I had. åÊFor the main course, I had the fish tacos. I did not enjoy them AT ALL. I don't even know what possessed me and made me think that a place like this would have good fish tacos. They were super dry, even with the dips and chips on the side. I finished one and had to force-feed myself the other one. That definitely killed my experience there. Then we both had Strawberry Splashes, which turned out to be an all-time favorite. It had the consistency of a smoothie and had a slight pineapple aftertaste. Again, it didn't give me a buzz, but oh well, we both enjoyed it. Service was a little slow. We started off with a female server who went MIA on us. Then about half an hour later, a male server approached us and said that our previous server had gotten cut and was sent home and that he would be our server for the rest of the night. I thought that because we had a new server that we would get better service, but it took forever to flag the dude down. Whatever. So its minus a star for the slow service, and minus a star for the waste of 9.75 fish tacos. Oh and for dessert, my friend and I shared a White Chocolate Macadamia Nut Pizookie. It was good, but I'm glad I split it with her because it was too big for just myself. Recommend - Avocado Egg Rolls, Pomegranate Sunset, Strawberry Splash, and White Chocolate Macadamia Nut Pizookie.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
750,Pizza S.,"Burbank, CA",2,28,,1,3/29/2008,"It's bizarre reading the reviews for the Glendale location-- not because they had odd experiences, but because I had one with a lot of similarities to theirs as well. The scenario - Birthday party (not mine, but thanks for asking) åÊon a Friday night-- 15 of us. We booked in advance the day before to ensure a table. We get there-- sorry, no reservation. Strike one. Strike two came when we ordered appetizers, which, while tasty, apparently don't come with serving plates, silverware or napkins for the patrons that order unless you have to ask for them.  When our individual orders were placed, I and one other friend ordered individual pizzas. åÊ45 minutes later (and most of our glasses nearly empty), the both of us were brought little stands for the pizzas to rest on... only to have the food brought another 20 minutes after that. åÊIf they implied our food was ready with the stands, they ultimately decided it was probably best to have it all brought out at once and tease the both of us-- and the staff had no concept as to who's dish was who's. åÊ  Strike three. We (and by that I mean the whole lot of us) felt that the percentage included in bill for tip for large parties was too much for the poor service and inconvenience we experienced there, but rather than being poor sports, paid it anyway, happy to be getting out of there. I know now what BJ's stands for: Big Joke.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
751,Samantha J.,"Simi Valley, CA",7,53,15,3,1/16/2011,"LOVE the beers...... would give it 4 stars because of that, but i do have to mention that the food is pretty mediocre. åÊlots of fattening selections, the salads/sandwiches don't really seem all that appetizing (or healthy for that matter)..... used to love the blackened chicken pizza but they took that off the menu, which was highly disappointing. åÊwould recommend for happy hour maybe, but not for lunch or dinner.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
752,Debbie W.,"Orange County, CA",512,490,35,5,9/17/2009,"Came here for happy hour with a friend, we found a great booth, very nice ambience and the menu was extensive! åÊWe both got personal pizzas and some beer, also tried this spicy shrimp appetizer. åÊEverything was delicious and our server was really attentive which is sometimes rare for a bar environment. åÊWe skipped on the dessert but right now they have a 2 person menu for $19.99 which includes the pizookie at the end, so can't wait to use that, it expires 9/30/09.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
753,See L.,"San Gabriel, CA",196,193,177,3,4/03/12,park downstairs for valet :) right around the corner and it's pretty big! similar to every single BJ out there.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
754,Jordan K.,"Glendale, CA",462,5,1,3,6/03/13,pretty great. came for the drinks. stayed for the pazookie. i could eat a truck full of those things.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
755,Annie S.,"Glendale, CA",9,9,,4,5/11/13,"I went there with my freind's last week. Nice staff. I liked they'r pizza but It took åÊ30 min to serve it. If you are craving something sweet,you should try their pazooki !!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
756,Mike W.,"Washington, DC",12,127,194,1,4/15/2008,"HORRIBLE SERVICE! Waited waaayy to long for some salads. åÊEmailed to complain and åÊgot a reply asking for a number to call, gave it to them - they never callled. åÊFollowed up with another email. åÊStill have not heard from them and its been months. STAY AWAY!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
757,Heather N.,"Los Angeles, CA",19,63,2,2,11/12/07,Glendale BJ's you suck! åÊ I understand everyone's new and that there still working out the kinks but come on people 45 min for a roast beef dip sandwich WTH! They did comp us free desserts I'll give them that but that's it. åÊFood was mediocre and not as good as Burbank's. Oh not to mention the wait. åÊVery long... 40 min on a Sunday night.  I will not be returning anytime soon that's for sure!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
758,Marine A.,"Glendale, CA",1,7,,1,2/15/2013,"Last. Couple of times service has been lacking. åÊToday, Friday night, was by far the worst restaurant experience we've had in years. åÊWe go out regularly so its pretty telling that it's never been this bad. åÊMgr said they've had other issues w/ this server 1st day. åÊWho starts new person on busy Friday?! We had to ask for utensils. åÊOne of our 3meals arrived 20minutes after others. åÊWe ordered a long island ice tea and she brought them in kid cups! åÊServer blamed kitchen, didn't apologize for mistakes. åÊAfter complaining mgr comp'd & said she'd send over couple of to-go boxes, never happened but that's nothing given everything else tonight. åÊWe didn't eat our food & we will not be going back. åÊHorrible service! åÊWhatever is going on @ glendale BJ's it's not good.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
759,Angel D.,"Long Beach, CA",578,684,84,3,3/11/12,great place for big groups or grabbing a pizza and some appetizers while watching a big game on the tons of flat screen TVs... and a must dessert is always the pizzoki .. just watch out if your lactose intolerant .. haha,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=740
760,Dave L.,"New York, NY",112,130,13,2,1/01/09,"BJ's really needs to get their acts together. åÊ I came here with a group of people. åÊNow, let me ask this question. åÊWhat are the odds where two of our orders came out wrong? We had ordered two small size pizzas and to our surprise, two mini's were severed. åÊUpon complaint, they immediately rushed for two new small pizzas (Mediterranean and Mushroom). åÊEven these came out mediocre. åÊOne of the pizzas was supposed to be served with mushrooms and yet, BJ managed to forget this. åÊ What made the experience that much worse was the fact that our waitress was suppose to bring the mini pizzas back out for us to snack on, but instead, she returned claiming that it was thrown out. So in all, I gave BJ's a 2 star.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
761,Eric M.,"Los Angeles, CA",10,51,,4,7/11/08,I have to say one of the better Bj's i have been to. The staff was very nice and friendly and the manager was very attentative. The food was excellent and it was an all around good experience. Plus the location is ideal if you want to do any shopping afterwards. On a sidenote there drinks are pretty stiff tooo!!!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
762,Jesse L.,"Glendale, CA",2,28,,2,8/25/2008,"If it wasn't for tasting BJ's food at other locations, I surely would have given this location one star based on my sole experience at the Glendale location. åÊ I went to BJ's with a group of friends late on Friday night. åÊWe were seated on the patio. åÊIt took a LONG time for us to be acknowledged by our server. åÊMy mealtime companions and I were happily chatting away, however and barely noticed the delay. åÊWhen the server finally arrived with our beers, she announced that she was going on her break and that another server would be looking after us in the meantime. åÊThis other server that was allegedly supposed to be watching over us never appeared. åÊAfter another VERY, VERY LONG while a third server brought out our salads. åÊOur entrees arrived less than two minutes after the salads, dropped off by yet another server. åÊI must emphasize the ridiculously long amount of time between the time that our food was ordered and it arrived. åÊOur food was cold. åÊAll of it. åÊWe would have complained, but no one ever checked back on us. åÊSeveral of us had fries with our meals, yet there was nary a a bottle of ketchup to be found on the patio-- and no server to ask to bring us one. åÊ Eventually, we got tired of waiting and ate our cold, condiment-less food anyway. åÊAs I mentioned at the beginning of this review, I've eaten at other locations. åÊI've always found BJ's food to be above average, if uninspired chain restaurant fare. åÊAs it turns out, though, it really sucks when it's cold. åÊLong after we had finished eating, our original server reappeared. åÊShe asked us if everything was okay (it wasn't) and dropped off the check. Luckily, the evening wasn't entirely ruined. åÊMy party still had a great time talking and we enjoyed our beers. åÊThere was also some entertainment provided by other members of the BJ's staff. åÊWe watched (in horror) as a hostess seated a couple at a nearby table that still had dirty dishes from the previous guests. åÊThe best part was, she walked past several other clean, unoccupied tables to do so. åÊWe also watched with amusement as another server (actually the one who was supposed to be watching us while our first server was on break) poured a glass of beer out of a pitcher for the table next to us. åÊApparently no one ever told him that the standard procedure when pouring a beer is to go slowly and tilt the glass-- he failed to do this, filled quickly filled it to the brim, then seemed surprised when beer foam exploded out of the glass and all over the table and its occupants. åÊ All of this leads me to believe that ours was not an isolated incident, and there is some incredibly poor training going on at this restaurant. åÊI will gladly drive to other locations rather than returning here.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
763,Kathy P.,"Los Angeles, CA",8,18,3,5,7/21/2008,"this place gets five stars for it passes and exceeds expectations that i have when dining/drinking for the first time at a restaurant: quality, ambiance, service. the quality of food is perfectly proportionate for its price. åÊtheir food is served in good portions and are well seasoned. åÊi love their pizzas, their deep dish doesnt dissappoint with the hefty toppings, soft bread with the right amount of crust. åÊtheir basil/itallian sausage thin crust pizza is also a great accompaniment to their brews. åÊive heard so much about their pizookie, rave reviews, but i haven't yet tried it, definitely next time. åÊgreat selection of brews, and if you're feeling adventurous, start your night off with some beer tasting (8.95 for 7 5oz. beers, åÊdefinitely a great introduction to BJ's brews). åÊi am not much into beers but i did like the blonde, the jeremiah red and the berry cider. the place is pretty cozy, with low lighting and rich dark wood furniture and creamy warm walls. åÊits manly enough to take a bunch of guys with you to see the game, cozy enough to bring your family and friends to for lunch or dinner, and romantic enough to take your date to (hey, i think thats a great plus, you get your sports and date in the same place, you get more points here than dragging her to a hooters, haha). i am impressed with the service. åÊthe servers are very friendly and attentive. åÊwe came on a friday night and it was pretty busy, but our server still made sure that we werent rushed through ordering, and our food came on time and well prepared. åÊhe also was very informative and knowledgeable about their brews and was very honest when asked about preferences (which means he eats the food there... definitely a good sign of a good restaurant. åÊnever eat at a place where their servers choose to eat somewhere else, or hasnt tasted their food at all :P). this is definitely a nice place to hang out at, and i will definitely be back...many more times!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
764,Michael K.,"Pasadena, CA",34,47,7,2,7/18/2008,"Well, the service here has evened-out; they stopped asking me how rad my pizzuky is all the time. åÊNow it's just a bit slow-- nothing big, but just as somebody at the table says ""Dude, is this taking, like, a real long time?"" the food comes. åÊThe food is exactly what you deserve going into a place like this, or Red Robin, or Outback, so I wont complain. åÊThe music made me angry, though. åÊReally, I'm just mad a myself for thinking their beers will make everything okay.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
765,Sara S.,"La CaÌ±ada Flintridge, CA",0,9,,4,11/09/11,"I go hear all the time when im craving their deserts but this last time i went we had a bad server in the corner booth.. honestly i wasnt even sure who our server was, there were 3 people checking up on us and it was freeeezzzinggg! make sure to take a sweater with u we changed are table and we were still good. but other than this last time its a great place and the servers are always really nice!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
766,drew d.,"Los Angeles, CA",18,42,11,1,8/26/2008,John Tesh brought out my pizookie! åÊHis service is worse than his music! åÊSo that means its worse than a barrel of poo-zookie!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
767,Ivory B.,"Los Angeles, CA",118,37,,2,2/19/2008,"Nice Ambiance for a large group of people (lot of TV Screens) but that about all. The food was very bland, the chicken had no taste what so ever. The pizza is very breaded with not enough sauce. I was there for a B-Day party and we had an all you could eat for one price menu but it took so long in between servings that when the food did come out you had to race each other up to the buffet table to get it, because it would be gone in a few minutes. I think this place is more set up for kids who want a cheap place to hangout and eat and don't care about how the food taste.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
768,Mirian M.,"Glendale, CA",0,1,,1,8/24/2013,"Worst service and BJ's ever! Ordered a hand tossed pizza received an extremely thin crust pizza informed the manager who then came and apologized and said to us that ""this is not how it's supposed to be we are very sorry and thank you for letting us know we spoke to the cook and we will fix the issue"" we waited for another 25min then brought us a deep dish pizza. The first check we received had a wrong charge. We informed our waiter who said she gave us discount but he is going to double check. when the check came she charged us for the deep dish pizza in full!!!!! Also food was brought to our table that we had not ordered sat at our table for a little while until we informed the waiter who then took the food that we had touched and took it to the right table. how do you charge patrons for something that you admitted you did wrong? Bad manager at least the waiter apologized for everything!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
769,Michael J.,"Los Angeles, CA",0,14,,5,8/11/09,"All of the BJ's are packed with great food ! I enjoy visiting the Westwood location the most. I always have a great experience there, thanks to the great staff and management ! Thanks",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
770,Ann G.,"Los Angeles, CA",3,73,72,3,9/11/10,my first time here all i tried was the poozokie cause my freind said it was the best thing in the world. im a baker so i didnt find it amazing . åÊthe waiter and hostess were pretty nice she sat us outside cause it was busy but åÊwe didnt mind cause all we were having was dessert,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
771,Olivia J.,"Montebello, CA",74,364,73,3,9/07/08,"We came to this location for the first time a couple weeks ago. åÊThis location is probably one of the best BJ's I've seen. åÊWe sat outside and it was nice to people watch and enjoy the nice LA weather. åÊI like BJ's because of their pizookie so that is all I ordered here. åÊMy friend Drew D down below ordered a pizookie as well. åÊI must say the waiter that brought out our pizookies was a little rude to him. åÊDamn, can't remeber if he really looked like John Tesh or not - but yes, his attitude was uncalled for.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
772,Armen B.,"CA, CA",87,209,42,3,2/03/08,"Great location and ambiance. åÊI like the TVs all around the place. åÊSeems like a great place to watch major sporting events. åÊFood was good, service was ok, friendly staff. åÊThe first 3 pages of the menu are for beers, house drinks and appetizers. åÊI'll go back.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
773,Andrew R.,"Los Angeles, CA",477,341,9,3,12/28/2007,"I'm going 3 stars here, because I've been here twice, time #1 was a disaster and I ended up sick for a week, time #2 was awesome and I had the best breadbowl soup I've ever had in my life. åÊTo be honest, I think the place is slightly overpriced and the service was not great either time I was there... the other problem I have with BJ's is that it took over my favorite texmex restaurant around, Chevy's, and now I have to drive to Burbank to get the Chevy's fix. åÊHowever, it's a pretty good place, while also being nothing special at all. åÊ3 stars.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
774,perry k.,"Burbank, CA",2,22,,3,2/16/2009,"We went there tonight to celebrate our friends' birthdays and watch the all-star game. åÊIt's a sports bar type of atmosphere with good beer. åÊThat's the cool part. åÊThe not-so-cool part is that I used to love this place, mainly the one in Burbank. åÊBut ever since we've been coming to the one in Glendale (closer to our friend's house), it seems like a coin flip. åÊSometimes, it's the screwing up of orders or the inconsistent food. åÊI mean, how can you mess up nachos? åÊI love the nachos there so we even ordered 2. åÊSome of the chips were stale instead of light and crunchy. åÊI don't know anymore. åÊI can't say it's bad because we love going there, but we're never sure what we're going to get. åÊBtw, the pizza's great!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
775,Cindy T.,"Los Angeles, CA",191,127,55,2,10/28/2007,"..............................................................................................................................................................................................................................................................................Oh, hi. you been waiting long? Um, yeah. Don't sit in the bar if you want service. And if you're going to drink, pay attention to your bill. Magic drinks will suddenly appear out of åÊnowhere even though you didn't order them.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
776,Liza B.,"Los Angeles, CA",7,79,,3,12/03/07,"I give the atmosphere 4 stars. But I give the food 3 stars. The BJs in Glendale was huge and new/clean and my cousin was super impressed by all the flatscreen TVs mounted all over the walls (there were at least 6!) showing various football games. But like most standard American fare type places, the food is nothing to write home about. I ordered one of my all time fave dishes, pot roast, and it was mediocre. In fact, I was disappointed by how they cut up the meat into little bite-size portions. Why did they do that? That makes me nervous. Anyway, I would recommend the place as a bar/brewery/happy hour kind of place but not really for a truly culinary experience!",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
777,Susan A.,"Little Falls, MN",0,14,,4,6/18/2011,Great service....great food....nice atmosphere....easy parking! Out server was delightful and the manager on duty was very attentive to our needs. We appreciated the great service and will be back for more! Good job!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
778,Frank C.,"Los Angeles, CA",66,87,6,4,8/22/2008,"Good beers, good deep dish pizza, and PAZOOKIE! white chocolate macadamia nut cookie with vanilla ice cream.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
779,Jackie F.,"Los Angeles, CA",289,201,10,3,5/27/2008,"All BJ's I've been to seem to be pretty much the same in terms of food quality. åÊA newer location opened not to long ago near my work so given it was Friday, we decided to head on down and check it out. åÊAll of us ordered the lunch combos which consisted of half sandwich with soup or salad(seasoned fries on the side); or the pasta with soup or salad. åÊI got the Cobb sandwich with clam chowder. åÊI wasn't impressed at all with the half sandwich. åÊThe clam chowder was hot and decent while the seasoned fries were pretty good as well. åÊTried some of my co-worker's pasta which was not bad. åÊNext time I will most likely not order the sandwiches and stick with the pizza and pizookie.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=780
780,Christy C.,"Los Angeles, CA",31,79,46,3,6/19/2008,clean and decent-decor family restaurant. of course i like its chicago pizza even though it's somewhat oily. but you gotta be careful when it comes to the beer selection cause i can warn you that they have few beers that are undrinkable. i'm serious.,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=800
781,A S.,"Pasadena, CA",0,26,,5,4/27/2011,Good food especially their Pizza! Good Beer! Nice appeizers! Good ambience and good service!,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=800
782,Annie P.,"New York, NY",40,136,47,4,4/24/2008,thin cilantro pesto pizza!!! its in the app. section but its enough as an entree the service is so gooood here too they serve you free pizzas as you wait for you table! oh and ofcourse you have to get some pizookie...and i always do half chocolate chip and half white chocolate macadamia MMM,https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=800
783,Tiffany T.,"Pleasant Hill, CA",31,109,57,5,6/19/2008,"I've always heard about BJ's cause my friends go all the time, but I've never had the chance to go until recently. My group and I were looking for a late meal, and thankfully BJ's was still open at 10pm. I ordered the Jambalaya which I must say is the BEST most amazing jambalaya I have ever had. The portion was huge and extremely flavorful. I also tried a bite of my friend's pizza, which I'm not sure which one, but it was also really good. I'd love to go back, if only there was one closer to my home..",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=800
784,Michael T.,"Los Angeles, CA",72,65,,3,6/04/08,"Bj's pretty much same as all the others, but the hand drafted root beers here are better than the others, for some reason this one makes the entire mug frozen and icy, the ones i've been to has never done that. Awesome...",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=800
785,Miguel M.,"Los Angeles, CA",0,10,,2,10/22/2011,"A horrid and awkward dinning experience that I would like to soon forget. The customer service of the restaurant is in more dire need than the current economic status of the country. We first ask for a booth and are almost given a table, fine that's a small mistake. Then comes the bitter waiter who tries to be funny. First, he tries to push beer down our throats like we are alcoholics. Then, water is spilled and he does not come and clean it up, I begin to clean it and then another employee sees the mess and comes and helps. Then he says no beer here after trying to push for beer. Well no tip here loser. The service was slow we waited for a long time for our appetizers and we were the first ones in there. We ordered the pizza and it was not great. You could get a better pizza if you ordered delivery and it would have been cheaper. We flag down any waiter since he is no longer coming by the table to ask for drinks and also when we wanted the check. Then he finally comes and picks up the bill with the payment. I feel bad not leaving tip after all and ask for change so I can leave tip. This masterful illusionist makes my ten turn into 5 singles. I ask him for the other 5 dollars and he was like you gave me a 10? Yes, I guess he took it for his tip since he knew he was a neglectful waiter. After all this I finally did tip, but I will not be soon returning to this BJ's. Maybe after I forget this experience I might.",https://www.yelp.com/biz/bjs-restaurant-and-brewhouse-glendale?start=800
