Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""manaager""",5.0,5.0,5.0,4.0,4.0,4.0," Aug 7, 2015",Past,Manager,"Buffalo, NY",Yes,Neutral,Neutral,Full-time,,Good company to work for. they put employees first,like every job you got get dirty,
"""Incompetent Management""",3.0,3.0,1.0,1.0,3.0,4.0," Aug 20, 2015",Past,Server,"Wayne, PA",No,Neutral,Neutral,Full-time,More than a year,"The menu changes slightly every season, making it harder for servers to become bored with their workplace. I never participated in their healthcare plan, but from what I read (I was offered enrollment) there are definitely some good/competitive healthcare benefits. Coworkers at my location (Wayne, PA) were by far the best part of the job. Even after leaving, I still keep in touch with almost all of them.","Perhaps it was just the location in particular, but management was extremely poor. The turnover rate for managers was high, and as a server it definitely kept you on your toes -- and not in a good way. Some of the managers developed negative attitudes towards working there (the second they started their shift you could tell they did not want to be there) and were insanely incompetent; many of them did not understand the idea of leaving their personal life behind prior to coming into work and displayed clear favoritism towards particular employees. I experienced several instances of sexual harassment on part of the kitchen staff, and even after bringing it up to a manager, said manager did nothing to remedy the situation or even attempt to inform the GM (I did not feel comfortable discussing the situation personally with the GM). From what I understand now after speaking to former coworkers at the location, it appears that management is being cleaned up by the regional director (who, by the way, is actually fantastic at his job and probably the only superior I miss), so hopefully things will improve in the future.","Learn how to give clear direction and provide equal expectations (regardless of favoritism and/or personal relationships) to ALL employees. Take your job more seriously, and understand that subordinates will learn from your example. If you display a poor work ethic, you can expect your staff to lack any respect for you and your position, and the restaurant will continue to function in absolute chaos. Most importantly, never -- NEVER -- trash talk subordinates in front of other subordinates. It breeds distrust among employees and an uncomfortable working environment. Every manager at this location during my time there was guilty of such trash talk. It is highly unprofessional, notwithstanding immature."
"""Decent""",4.0,5.0,5.0,4.0,4.0,5.0," Aug 5, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,Company treats its employees like people,its the restaurant business and customers can get upset real fast,
"""Meh..""",3.0,1.0,2.0,4.0,5.0,3.0," Aug 18, 2015",Past,Anonymous Employee,,Yes,No,Neutral,Full-time,,Big corporation can pay big checks,"Stressful, corporate always changing concepts and menu every quarter, cooks/servers/managers become weary of constant change","Go back to good old Chilis everyone loved. Quit putting fad food items on the menu, and stick to th classics. This goes for pretty much everything, not just food"
"""Hostess w/ the Mostest""",5.0,4.0,5.0,5.0,5.0,5.0," Aug 3, 2015",Current,Host/Hostess,"McKinney, TX",Yes,Yes,Yes,Part-time,More than 3 years,"+Meeting new people<br>+Trying new foods whenever we got new menus<br>+Discounts<br>+Making great friends who treat you like family<br>+I worked at a testing location so we were always the first to have the new menus and technology.<br>+you can 'move up' to other jobs like ToGo, QA,Server, etc<br>+If your location has the NoWait system your job is 10 times easier because it takes care of rotation for you,it has a built in waiting list, as well as tell you what tables are clean/dirty/occupied,.<br><br>Chilis was founded in Dallas in 1975 so if you work at a Dallas location its pretty important that you are always on your best behavior because 'Brinkers' (the people who own Chili;s now) are always secretly checking in on you.",+Sometimes it can be a little hectic depending on your location<br>+A lot of the workers like to date and sometimes it gets a little messy.<br>+You might have to work on holidays,Keep up the great work. There are always at least three managers around ready to help you whenever needed. And whenever we have a guest manager they instantly become part of the family and are ready to get to work. Honestly a great franchise to be apart of.
"""Server""",4.0,5.0,5.0,4.0,4.0,5.0," Aug 3, 2015",Past,Server/Waiter,"Arroyo Grande, CA",Yes,Neutral,Neutral,Full-time,More than 3 years,Good management team that adapts quickly to change. Very high energy work environment which makes time go by quickly. You are given the opportunity to make good money if you work hard.,"Frequent menu changes that sometimes upset the customers. The amount of side work varies, but at times can be very time consuming (close to an hour)",Keep helping employees during rush period.
"""Great place to work if you have no life.""",4.0,3.0,5.0,5.0,2.0,4.0," Aug 4, 2015",Current,Server/Bartender,"Kingsport, TN",Yes,Neutral,Neutral,Part-time,More than a year,The hours are great! It's really easy to procure regulars and to make easy and quick money. I avatar about 19.56 an hour.,They call you in all the time! Breaks ate a thing of the past. You must be very self sufficient to be able to thrive in this restaurant.,"Pay more attention to your employees. Ask questions and always be available to help, whether we ask for it or not. Just don't expect us to be completely self sufficient."
"""Server""",3.0,4.0,2.0,2.0,,," Aug 16, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,More than a year,"Co-workers, food discount, flexible hours","Management, being treated like cattle",Try not to view employees as incompetent.
"""Great experience and awesome co-workers""",3.0,3.0,2.0,3.0,2.0,4.0," Aug 15, 2015",Current,Server,"Houston, TX",Yes,No,Yes,Part-time,,Flexible schedule sometimes nice customers. Love the atmosphere and great teamwork,Very rude customers and bad tips.... They need to hire bussers. The line cooks are very rude,Great management
"""Dishwasher/Silverware""",5.0,4.0,2.0,3.0,2.0,2.0," Jul 30, 2015",Current,Silverware Roller,"Glendale, NY",No,Neutral,Neutral,Part-time,More than a year,The best thing about the job is team member,"i was always honest,respest.trustful,and on time",Nick Dacosta
"""restaurant manager""",3.0,2.0,5.0,3.0,4.0,4.0," Aug 12, 2015",Current,Restaurant Manager,"Atlanta, GA",Yes,No,Yes,Full-time,More than a year,Company is focused on employees happiness and income.,Kitchen of the future is not good design.,"Slow down on the changes, your constantly changing focus and menus, the kitchen can't keep up, no one can."
"""Being A Chili's Head""",3.0,2.0,3.0,3.0,2.0,3.0," Aug 11, 2015",Current,Front of House Staff,"South Florida, FL",Yes,Yes,Neutral,Part-time,Less than a year,"Employees get 50% on meals. When dining with others, you get 50% for up to 4 guests! Free training meals and free beverages while you work.","Low pay depending on your position. Servers have it better, but it can be awful for them as well depending on the season.<br>Long hours without breaks.<br>Sometimes there isn't enough help during a shift.","A food runner, server assistant, rover and a busser at each shift would make shifts go smoother.<br>At least two 10 to 15-minute breaks would be really helpful.<br>I know that adding these four people per shift would increase labor, but you guys are killing us. My back and feet never hurt so much in all my life! We need breaks and we need to be able to efficiently share the load."
"""Server""",3.0,4.0,2.0,4.0,1.0,5.0," Aug 11, 2015",Past,Anonymous Employee,"Mobile, AL",Yes,No,Neutral,Part-time,,Management is awesome. They really care about us as individuals. Very fun work place,To many new menu items. Need more managers. For a 3 months period we only had two managers,Keep up the great work. You guys do a wonderful job for the lack in numbers of managers that you have been offered
"""Server""",3.0,3.0,3.0,3.0,3.0,3.0," Aug 10, 2015",Past,Server,"Greenville, SC",Yes,Yes,Neutral,Full-time,,The money is good when it's in busy season,Managers are biased and need to be open minded,Too man girls as managers are too much. Balance it out with another guy manager
"""Poor upper management""",2.0,1.0,2.0,2.0,3.0,1.0," Aug 9, 2015",Past,Service Manager,"Hartford, CT",Yes,Neutral,Neutral,Full-time,,decent pay scale and Benefits,"On paper the job sounds good. In reality the Quality of life statements are not up held. Upper Management does not follow Company Policies , even on important issues..",Follow thru on Quality of life statements-a simple review of management schedules would show you they are not being upheld.
"""Pretty Great""",5.0,,,,,," Jul 25, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,More than 3 years,"co-workers, atmosphere, hours, management, pay,",Didnt get many days off,
"""Manager""",5.0,,,,,," Jul 25, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,Decent to work there but inconsistent gm's,Managers come and go alot,Store doing a million rollouts
"""Pros & Cons""",3.0,5.0,2.0,2.0,1.0,3.0," Aug 7, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than 8 years,"They gave me a good training, however it depends on who trains you. You receive a free apron and replacements once it is old and worn out, one free polo, employee menu.",There is too much cleaning done by servers after the restaurant has closed and we continue to earn $2.13 even though we are no longer serving tables by that time. A lot of bad tips in this particular location. Overall low wage.,
"""idk""",2.0,,,,,," Aug 3, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,,Less than a year,Nice people<br>nice job<br>nice hours<br>clean,Dirty<br>Bad hours<br>everything else was fine to me,
"""Good First Job""",4.0,4.0,3.0,1.0,2.0,3.0," Jul 20, 2015",Current,Host,,Yes,Yes,Neutral,Full-time,,Exposure to people<br>Up pace environment<br>Must be quick on your feet when talking to customers,People can be unmotivated at times<br>Negativity if things don't go perfectly<br>People have a hard time handling stress,Don't be afraid to cycle out poor workers.
"""Great place to work as a server""",4.0,4.0,5.0,3.0,4.0,3.0," Jul 20, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than a year,Training is detailed. Friendly people to work with. Multiple managers so if you don't like one there are a few others you'll like. Brinker is the company that owns Chili's and it really takes care of their employees.,Lots of side work. Smoke from the fajitas makes your hair and clothes smell. Take a shower after work and you'll be fine.,Give many people the opportunity to close lunch and dinner shifts not just the same people with seniority.
"""manager""",3.0,1.0,4.0,3.0,3.0,3.0," Aug 3, 2015",Current,Anonymous Employee,"Manassas, VA",No,Yes,Neutral,Full-time,More than 10 years,"great benifits, company is going in a great direction, higher pay range than competitors, they will listen to your complaints",you work a lot of hours and your schedule will be all over the place. there will be no consistency with your schedule.,need to pay more attention with the way your managers are scheduled to ensure a quality of life. many managers are getting burned out because of hectic schedules and no consistency.
"""Key team member""",5.0,3.0,3.0,4.0,4.0,3.0," Jul 18, 2015",Current,Shift Leader,"Atlanta, GA",Yes,Neutral,Yes,Full-time,Less than a year,"The managers always try to work with your schedule, other employees have fun working with each other and always meeting new people",Sometimes expecting unreal achievements for employees. Show appreciation more. Managers expect to just have followers without questioning the point in the action.,Work together with the staff to help run a smoother shift. Doesn't hurt to step up before everyone is getting behind to prevent late checks.
"""good for non veterans""",1.0,1.0,1.0,1.0,1.0,1.0," Aug 21, 2015",Current,Line Cook,"Theodore, AL",No,No,Neutral,Part-time,,Good training for cooks to start their career.,More of a production line than actual cooking. Not a saute pan stovetop or oven in sight. Microwave is the busiest piece of equipment. You cannot support a family with their fulltime (32-35) hours. Bottom line is everything to them.,Take care of the good employees. Let the bad ones go so that the good ones can get more hours.
"""Fun but sometimes unorganized""",4.0,3.0,4.0,3.0,2.0,3.0," Jul 15, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,More than 10 years,Co-workers were very friendly and awesome. Management was laid-back and fun but still kept their professionalism,"Unorganized at times where our tasks weren't clear as to whom they were assigned to.<br>Sometimes I would be assigned 3 double shifts in a row, which was really tiring.",I liked the friendliness of the management. The environment was fun and energetic. And please don't give anyone 3 doubles in a row!
"""Worst place I've ever worked""",1.0,1.0,1.0,1.0,1.0,1.0," Aug 19, 2015",Past,Hostess,"Plano, TX",Yes,Neutral,Neutral,Full-time,More than a year,"Somewhat friendly staff, generally okay atmosphere, adding unnecessary adjectives to fill the 20 word minimum...there's really no pros unless you LOVE serving and the last place you worked was a dump","Rude, incompetent management, drama-frenzied coworkers, relationships in the workplace, children basically running the place, unsanitary. I was a host for about a week until I got a really bad bout of food poisoning; they proceeded to take me off the schedule without letting me know and knocked a dollar per hour off of my final check when I came to pick it up. Shady business management",Don't mess with your employees schedule and paycheck? i feel like this is common sense though
"""Server""",4.0,5.0,5.0,3.0,5.0,4.0," Jul 15, 2015",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,"Great money, flexible schedule, good management",Don't advance from within enough,
"""Was a Server""",3.0,3.0,3.0,3.0,3.0,3.0," Jul 28, 2015",Past,Food Serverr,"Virginia Beach, VA",No,No,Neutral,Full-time,More than 5 years,Uses hot schedule which can make things convenient,"i personally didnt really have problems with chilis, just some of the upper leveled individuals",Most upper management is trained to disregard servers and employees being actual human being with needs
"""Managing Partner""",5.0,3.0,5.0,5.0,5.0,5.0," Jul 14, 2015",Current,Managing Partner,"Branson, MO",Yes,Yes,Neutral,Full-time,,"A great company to work for who truly live out their Mission, Vision, and Passion!",It is a con for the entire industry and that is the strain on the work/life balance. It can be difficult to find that balance in this industry.,Continue to live and breathe the! To be a part of this company as it embraced the OZ Principals was a beautiful process to be a part of!
"""Liked it""",4.0,2.0,4.0,2.0,3.0,3.0," Jul 14, 2015",Past,Server,"Tulsa, OK",Yes,Yes,Yes,Part-time,Less than a year,"Good tips, good hours, good benefits","Bad management, bad work environment, ok food",Work on being more helpful
"""Key Manager""",3.0,2.0,3.0,1.0,4.0,3.0," Jul 27, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,,More than 3 years,"Fun, Great atmosphere, good conditions",Unable to move into management when requested and given no guidance as to steps to get there.,
"""great for students!""",4.0,4.0,4.0,4.0,3.0,4.0," Jul 12, 2015",Current,Host/Hostess,"Fort Worth, TX",Yes,Yes,Neutral,,More than a year,"Flexible Schedule, fun environment","Hard to get more than 20 hrs per week, Host vs. Server environment","Stress teamwork, offer bonus/tip opportunities for hosts helping servers ( cleaning tables, getting drinks)"
"""Formed Chili-head""",4.0,,,,,," Jul 13, 2015",Past,Server,"Brownstown, MI",No,No,Neutral,,More than 10 years,"Flexible schedule, work ours varied",Un-organized management team. Needs a solid direction from corporate for success.,
"""Ehh""",2.0,1.0,2.0,1.0,4.0,2.0," Jul 23, 2015",Past,Assistant Manager,"Lubbock, TX",No,Neutral,Yes,Full-time,More than 5 years,Decent pay for restaurant mgmt,Ridiculous business expectations lead to poor guest experience,
"""Good Job For A College Student""",3.0,5.0,4.0,3.0,3.0,3.0," Jul 22, 2015",Past,Bartender,,Yes,Neutral,Neutral,,More than a year,"It's a good mix of casual and professional. As far as the plate $$ range, you'll probably make more than at other comparable restaurants. Getting to wear jeans and often a t-shirt doesn't seem like much, but it makes work more comfortable. Music isn't as bad as at other restaurants. Food is genuinely good.","No breaks, they recently got sued for this and little changed. Except now you have to waive your right to the break when you clock out, or you don't get to clock out. Asking for a break is a joke as they do not employ breakers. Bus boys were also eliminated to save on labor hours. Gem scores were some of the most stressful and unfair aspects of any job I've ever had. I saw some of the best employees fired for things completely out of their control. This also leads to dishonesty as employees consistently cheat to avoid the bad scores.","I know the ziosk machines were very expensive, but they aren't helping."
"""chili's""",3.0,2.0,4.0,3.0,2.0,4.0," Jul 21, 2015",Past,Togo Specialist,"Buford, GA",Yes,Neutral,Neutral,Part-time,More than a year,Manager's we're great very fun to.work at was a great experience,Scheduling sucked sometimes because we're always busy,
"""A nightmare.""",2.0,,,,,," Jul 20, 2015",Past,Host,"Saint Louis, MO",Yes,Neutral,Neutral,Full-time,More than 3 years,"Great discounts on food, short shifts, easy side work,","Horrible management, bussers don't get paid enough, everything you do is either wrong or not good enough.",Don't take your job so seriously.
"""Host""",3.0,4.0,3.0,4.0,2.0,3.0," Jul 19, 2015",Past,Host,"New York, NY",No,Neutral,Neutral,Part-time,,"The location is nice. Everyone that works there is very nice. The restaurant closes by 11pm, so you aren't there late. The food is delish.",They could step it up in advertising and adding new items to the menu. Other than that I don't have anything else negative to say.,I would just switch up the items on the menu and continue doing what you're doing. I don't know why this website is making me write a review to be able to view this website. So annoying.
"""Good Experience""",3.0,,,,,," Jul 19, 2015",Past,"Escondido Manager, Server, Bartender","San Diego, CA",Yes,Yes,Yes,Full-time,More than 3 years,"great place to learn how to become server, fun atmosphere, flexible schedule","very corporate environment, standards not consistent, management not adequately trained in hourly job codes.",stay fresh with hourly job code knowledge. it helps when the restaurant is busy.
"""Great""",5.0,4.0,4.0,4.0,3.0,3.0," Jun 28, 2015",Current,Server/Bartender,,Yes,Yes,Neutral,Part-time,More than 3 years,I enjoyed working at Chili's. Work great with my schedule.,"Bad tips sometimes, but that comes with the territory.",Stop changing the menu every two weeks.
"""I wouldn't go back if they offered me a management position.""",2.0,3.0,1.0,2.0,1.0,1.0," Jul 12, 2015",Past,Anonymous Employee,,No,No,Neutral,Part-time,,the tips were good thats about it.,the management was ricidulous,listen to your employees
"""Great People, Few Hours if not serving""",4.0,,,,,," Jun 27, 2015",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,Less than a year,"This is a restaurant job, but if you can find a good group of people and you're willing to help out wherever, it is a great place to be. The managers are fair and considerate and I felt appreciated more than I had expected.","If you don't serve, you won't get many hours. That's not anything that can be changed - that's just the business. The hourly is pretty decent, but if you just host, you MAYBE get 15 hours a week.","Always stay positive with the people under you. Even if they screw up, if you attack them, they are very likely to hold a grudge and avoid doing work. Find people who are willing to help out wherever they're needed and you'll have a great team. And make sure to make relationships with your team members - it just makes life more fun!"
"""Decent Job""",4.0,5.0,5.0,4.0,4.0,4.0," Jun 28, 2015",Current,Host,"Sunrise, FL",Yes,Yes,Yes,Full-time,More than 5 years,"Chili's offer many benefits to their employees. As a part-timer, you are not left out in most of these benefits which is good. The way everything is set up is good in my opinion, but can also be subjected to more improvements. Overall, the scheduling is flexible and manageable which is always a plus.",No major downsides that are worth mentioning.,Good infrastructure and continue on doing so on that path.
"""Cultural beliefs""",5.0,5.0,5.0,5.0,5.0,5.0," Jun 19, 2015",Current,Manager,"Boston, MA",Yes,Yes,Neutral,Full-time,More than a year,Great company culture<br>Team member focused<br>Great benefits<br>Ability to progress in career<br>Area directors are great mentors,Long hours<br>Team member wage should be higher<br>Yearly bonus for reviews should be increased<br>Getting transferred a lot,Absolutely transparent when it comes to suggestion and feedback. Always praising before coaching. Innovative food and beverage ideas. Always changing to be the best when it comes to initiatives.
"""Cooking at Chilis""",2.0,1.0,1.0,1.0,2.0,," Jul 10, 2015",Past,Line Cook/Trainer,,No,Neutral,Neutral,Full-time,,"Pay is decent, and hours are in abundance because no one smart sticks around, so there's always overtime","Equipment is old, not taken care of and always broken. It takes 3 to 4 weeks to get anything fixed. It's the dirtiest kitchen I've ever worked in. Managers are two-faced about addressing problems with other employees. A lack of work ethic seems to be the only thing employees can seem to agree on",I think upper management needs to step in and fire a few people
"""OKay""",4.0,,,,,," Jun 25, 2015",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,Less than a year,Its okay. Money and benefits could be better.,Annoying management that doesn't allow advancements.,
"""Full time student/ part time server""",3.0,4.0,2.0,1.0,1.0,4.0," Jul 8, 2015",Current,Server/Waiter,"Lafayette, IN",Yes,Yes,Yes,Part-time,Less than a year,"Easy going management, and they work well around your school schedule.",Not a lot of career opportunities.,Keep up the good work.
"""Just Hired - Dish BOH""",5.0,5.0,5.0,5.0,5.0,5.0," Jun 24, 2015",Current,Dishwasher,,No,No,Neutral,Part-time,,"I haven't worked yet, but I saw the dish area. Looks simple and spacious. Although current dishwasher guy had everything cleaned already. I haven't seen it dirty.<br>Only 25 cents less an hour than hard, physical labor. Plus, free lunch!<br>Ability to move onto cook from dish has been a validated route many people take. Sounds fairly normal for employees to advance to higher ranks and different titles.<br>Awesome orientation process.<br>Looks fun, employees look like cool people, managers come off as people I'd enjoy working for.","I haven't worked a day to come up with a complaint as of yet. Only thing I could say is they had a couple problems finding my name in their system during hiring process. If I wasn't a person who follows leads like a P.I. than I would have never gotten the job. Call to follow up people, then show in person.","Keep up the good work. Get larger tables, I can hardly fit in the non-booths."
"""OK""",3.0,,,,,," Jul 8, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than 3 years,"Good, friendly daily work environment","management team somewhat unorganized, occasional scheduling issues",
"""For the most part, it's awesome""",5.0,3.0,4.0,4.0,3.0,2.0," Jun 22, 2015",Current,Server,"New Brunswick, NJ",No,No,Neutral,Part-time,More than 5 years,"Flexible, great team, good money, company wants you to make money. Their goal is to help you make $20 an hour.",Depends on the management team.,Listen to your employees.
"""You can make easier money at much nicer places""",3.0,2.0,2.0,2.0,3.0,2.0," Jul 6, 2015",Past,Server/Bartender,"New Braunfels, TX",No,Yes,Yes,Part-time,,Worked with a lot of great people,"Managers are forced to focus too much on contests, sales, and labor, and less on the welfare of their loyal employees",
"""Server""",3.0,2.0,4.0,2.0,3.0,3.0," Jul 6, 2015",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,Lots of training so you feel prepared to be on your own. Management stresses it's core values and beliefs.,Management played favorites. Promotions were hard to get.,Support your staff when guests are rude to them.
"""An okay beginner job""",1.0,3.0,1.0,1.0,1.0,1.0," Jul 27, 2015",Current,Anonymous Employee,,No,Neutral,Neutral,,More than a year,The money can be good and consistent. Management is willing to work with scheduling and availability. The amount of work each server is expected to do helps them become super stars at their next job. This is a great job for those who prefer going through the motions.,"No vacations. No sick days. No family leave. Badly designed training system. A productivity rate that has tripled over the past few years. Chili's bases their front of the house schedules on a survey system that shoulders all the shortcomings of the restaurant squarely upon the servers. Expect apathy from the management with what I have dubbed, ""The Management Shrug""<br>There are more microwaves than cooks.",Stop using surveys to separate yourselves from your guests and your staff. Get out of your offices and come and put on an apron and experience the work environment you have created.
"""Managing Partner""",2.0,1.0,1.0,5.0,5.0,1.0," Jul 4, 2015",Past,General Manager,"Little Rock, AR",Yes,Yes,Neutral,Part-time,More than a year,"401k, great pay, the heat works in the winter","Was a great brand to work for,for many years was the perfect job was about growing talent. Now it's about how tight can we run the business.",Have fun again.
"""Server""",3.0,2.0,2.0,3.0,1.0,2.0," Jul 4, 2015",Current,Server,"Aurora, IL",No,Neutral,Neutral,Full-time,More than a year,Sometimes the managers will bring in food for everyone to eat. Almost everyone is like family.,"Everyone likes to yell, even customers.",Work with the veteran's schedule first before letting new people take off the holidays.
"""It was a job, that's what I wanted""",5.0,3.0,5.0,3.0,3.0,3.0," Jun 17, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Flexibility and the team. It was fun working there.,"Lack of hours. I wanted to work more when I wasn't allowed and wanted to work less when I was, but it worked out.",Nothing really
"""Very structured work environment""",3.0,3.0,4.0,3.0,2.0,3.0," Jul 2, 2015",Past,Server,"Kentwood, MI",Yes,Neutral,Neutral,Part-time,More than 3 years,"Structure, Fairness, Fun, Benefits, Clean, Neat, smoke breaks, sick leave, vacation time",Cookie cutter employees<br>Typical restaurant drama<br>no overtime<br>long shift<br>constantly being watched,
"""Great place to work""",4.0,5.0,4.0,2.0,3.0,5.0," Jun 16, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,More than a year,"The General Manager is cares about you and the guests, flexible hours","Not that much room to move up, late hours",
"""great job""",5.0,5.0,5.0,5.0,5.0,5.0," Jun 16, 2015",Current,Prep Cook,"Pensacola, FL",Yes,Yes,Yes,Part-time,,"Fun,................................!! Great job and great discount","None,......................................!!! I love everything about it",
"""Server""",4.0,5.0,2.0,5.0,4.0,5.0," Jun 15, 2015",Current,Food Server,"Philadelphia, PA",No,Yes,Neutral,,More than a year,"You can work whenever you want. The people that work there become your family, and you can all have a great time together.","Depending on your location, it can be very difficult to make money.","Be as stern and serious as possible. The more lenient you are with your rules, the more the employees will slack! Do not go there to make friends. The more friends you have as employees the worse their contributions become."
"""A Restaurant is a Restaurant""",4.0,2.0,3.0,2.0,2.0,2.0," Jun 16, 2015",Current,Anonymous Employee,"Hot Springs, AR",Yes,Neutral,Yes,,Less than a year,Working long hard hours with a group of social people creates meaningful bonds or meaningful lessons,Every restaurant has drama. Chili's usually makes their servers do a ton of backwork after their shift (over 1 hr).,Keep on keepin' on. Find a way to distribute food without dropping it on the ground. Don't get lemons with your water.
"""Worst Place I Have Ever Worked""",1.0,,,,,," Jul 17, 2015",Past,Server,,No,Neutral,Neutral,Part-time,More than 3 years,"Discount Food, some nice people","Rude Customers, Rude coworkers,<br>rude managers.. Hostile work environment, very much like high school politics..","Stop playing favorites and actually manage your store.. And if someone is being picked on, do something about it!"
"""Great GM, high turnover""",3.0,,,,,," Jun 25, 2015",Current,Anonymous Employee,,No,No,Neutral,,More than a year,"The GM Brian is fantastic, good clientele and location","There is no loyalty, and the assistant managers post passive aggressive emails on online messaging board. There is a high turn over rate and you feel easily replaceable.",
"""server""",3.0,3.0,3.0,2.0,2.0,2.0," Jun 25, 2015",Current,Server,"Hanford, CA",Yes,Neutral,Neutral,Part-time,More than a year,I get to meet a lot of nice people,they only offer part time.,
"""Good Overall""",5.0,,,,,," Jun 9, 2015",Past,Anonymous Employee,,Yes,Neutral,Yes,Part-time,,"While working there i enjoyed a great sense of community with my fellow employees, the management was good, and the pay was decent enough for me.","i cant think of any cons other than the hours, i couldn't get time off when i wanted to but that is generally to be expected, right?",
"""overall positive""",4.0,,,,,," Jun 3, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than a year,"The people are great, the staff was fun, the food is good, taking tips home every night was the biggest plus, management schedules around your school schedule pretty well","college town, so not that many great tippers<br>not always able to work when you want",
"""A valuable and fun experience""",3.0,5.0,4.0,3.0,2.0,2.0," Jun 16, 2015",Past,Server,"Chesterfield, MO",Neutral,Neutral,Neutral,Part-time,,Chills is a good choice of work for younger people since the majority of employees are college age which makes for an enjoyable work experience,"Many of the customers can be very rude and messy and since chills is family orientated so young children are constantly present, often times the managers can have very negative and degrading attitudes towards employees, and when business is slow the pay is awful",Treat servers fairly and maintain a positive attitude
"""It is what it is""",4.0,3.0,4.0,3.0,3.0,3.0," Jun 2, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than a year,"Management works towards a positive culture, 50% discount to Brinker restaurants is good.","It is still a casual dining restaurant, automation has overtaken any sort of culinary skill in the BOH",Keep weeding out the negative employees and boosting the positive ones
"""Bar Tender""",2.0,2.0,2.0,2.0,2.0,2.0," Jun 18, 2015",Past,Landman,"Houston, TX",Yes,Neutral,Neutral,,More than a year,"Money, tons of girls on staff that are typically pretty easy, lots of food to eat (just don't get caught)","Management isn't good, customers are typically low class **** who don't tip, shifts blow, once your there they consider you their slave",Close the businesss
"""Workplace""",4.0,2.0,1.0,4.0,3.0,1.0," May 31, 2015",Current,Server,"Denver, CO",No,Neutral,Neutral,Full-time,More than 5 years,"Hours, Tips, Co-Workers, Shifts, Management","Selfish Teamwork, Non Busy Days",Understand when your employee is sick just send them home no need to keep them at work
"""Former Dishwasher""",3.0,3.0,4.0,2.0,2.0,1.0," Jun 15, 2015",Past,Dishwasher,"Eldersburg, MD",No,Yes,Neutral,Part-time,More than 5 years,The people i worked with always had my back,"Long hours, bad scheduling",Get your schedule together
"""General Manager""",3.0,2.0,3.0,3.0,4.0,2.0," Jun 12, 2015",Past,General Manager,,Yes,Yes,Yes,,More than 8 years,It's a large company with plenty of assets. Sales were good and bonuses were usually just as good.,Bonus structure would change a couple of times a year. Big turnover in management. Fourteen out of fifteen GM's were fired or quit in 2011. The Directors usually lasted about 6 months.,"Be prepared for a backup plan, because they are not afraid it let you go without a justifiable cause."
"""Awesome career""",5.0,3.0,5.0,5.0,5.0,5.0," May 28, 2015",Current,Restaurant General Manager,"Salt Lake City, UT",Yes,Yes,Yes,Part-time,Less than a year,Endless opportunities if you work hard,You have to work very hard to be successful here. Not for the lazy or inept,
"""Server""",3.0,1.0,1.0,1.0,1.0,1.0," Jun 8, 2015",Past,Anonymous Employee,,No,No,Neutral,Part-time,,Friendly customers and discounted food.,"Roaches, racist staff and managers who took it lightly. Too many servers on at one time so you make less in tips.",
"""Abusive employer""",1.0,1.0,1.0,1.0,1.0,1.0," Jul 1, 2015",Past,Anonymous Employee,,No,No,Neutral,,More than 5 years,Suppose it is better than being physically tortured.,Fired the father of a special needs child for objecting to the offensive language used by the staff. That staff apparently still works there a month later. Shame! Anyone who spends money here is supporting this abhorrent behavior.,A boycott is underway. These types of problems need to be resolved immediately. Shame on you!
"""Chili's Host/Hostess""",3.0,1.0,,,,," Jun 9, 2015",Current,Hostess,"Monrovia, CA",No,Neutral,Neutral,Part-time,More than a year,"a very quick-paced, hands on job. Everyone is personable and it's like working with a big family. The most hours a host will work a day is up to six hours, but if you need more hours there is always someone releasing shifts that you can pick up.",Some servers are lazy and often times the hosts will have to buss their tables although it's not in our job description to do so.,
"""Chili's""",2.0,1.0,3.0,3.0,5.0,1.0," Jun 9, 2015",Current,Anonymous Employee,,No,No,Neutral,Part-time,More than 3 years,Good pay for their managers.,Zero support staff during all shifts. Managers have to pick up all the slack while still managing a busy restaurant.,
