Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Bartender""",5.0,4.0,5.0,4.0,4.0,5.0," Jun 18, 2015",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,Less than a year,Great Managers to work with. 'attentive to staff needs.,very busy with some OT,N?A
"""Server, Trainer, Bartender, Food Runner""",4.0,5.0,2.0,2.0,2.0,4.0," Jun 19, 2015",Current,Server,"Houston, TX",Yes,Yes,Yes,,Less than a year,Cash on hand is nice,"Tips vary, so cash on hand could be small if not busy or bad tippers..",Keep on keepin on
"""awful restaurant job""",1.0,1.0,2.0,5.0,2.0,2.0," Jul 21, 2015",Past,Food Server,"Irvine, CA",No,No,Neutral,Part-time,,"can be good money if you want to take the YEARS it takes to work your way up. They do have benefits and healthcare, if you want to take the YEARS it takes to work your way to full time employee.","management tends to be pretty bad. not flexible with hours at all. FORCE you to work, serving food to people if you are SICK. That should be illegal. constantly scheduling me, when I said on my schedule I was NOT available, and then punishing me for not being able to come in. Harassment and bullying from co-workers. Managers don't care about you at all.","well don't schedule people when they're not available for one. Don't make people work when they are sick, they will get all the customers sick! And just be decent human beings, and have a HEART! don't fire people when they have a death in the family, and can't COME IN!"
"""Server Position""",3.0,3.0,3.0,4.0,3.0,2.0," Jun 29, 2015",Current,Server,"Los Angeles, CA",No,Neutral,Neutral,Part-time,More than a year,-Work itself isn't too difficult<br>-Can easily get good tips due to affluent location/area<br>-Free food if you don't get tipped out<br>-50% off food for employees who get tipped<br>-Hotschedules is pretty convenient,- Management doesn't communicate well with each other<br>-Schedules change every week<br>-Favoritism definitely exists,-Sticking to a consistent schedule would maximize efficiency for all staff<br>-Leading by example would be better from management<br>-Be more hands on with trainee employees
"""Working @ Bj's""",2.0,4.0,4.0,2.0,1.0,2.0," Jun 29, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,It helped me with communicating and dealing with unhappy guests. Great people. Free food for hosts.,"There was really bad communication between coworkers and managers. Managers chose favorites instead of those who actually worked the hardest. Got yelled at a lot by guests. Worked over a year, no raise no nothing.",Communicate better with the employees. Stop choosing favorites and choose those that actually deserve it. Maybe give a little raise every year someone works there.
"""Many opportunities to advance!""",5.0,5.0,5.0,5.0,4.0,4.0," Jun 9, 2015",Current,Server,,Yes,Yes,Neutral,Part-time,More than a year,"Worked here for a little over a year and I saw great tips, amazing training, and hiring from within the company. In my time there, two of the long time servers became managers!",It is a typical server job so you do have to deal with THOSE customers sometimes.,Don't copy and paste the schedule so much!
"""Approve""",3.0,,,,,," Jun 24, 2015",Current,Anonymous Employee,,Yes,Neutral,Neutral,,Less than a year,"Consistent money, good management, good location","Fast paced, disorganized, no benefits",
"""Great Place to Work""",5.0,3.0,3.0,4.0,4.0,3.0," Jun 2, 2015",Current,Server,,Yes,Yes,Yes,Part-time,,Great management and the training they provide is endless,Menu is constantly changing and some management is difficult to work with,
"""Restaurant Manager""",2.0,1.0,3.0,3.0,4.0,3.0," Jun 12, 2015",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than 8 years,Good food and good training,Poor work/life balance. Difficult to make bonus.,
"""Server""",3.0,2.0,3.0,4.0,3.0,2.0," Jun 9, 2015",Current,Server,,Yes,Yes,Neutral,Full-time,Less than a year,"I love my co-workers, and I've made some great friends. The managers a great as well, they help when you get in the weeds.","The people who come in. Obviously, with serving, customers are hit and miss. But, for some reason, it seems like this place is more miss than hit. It's easy to see who the manager's favorites are. Also, if you request off a day or two in a row, you better be ready to open the restaurant the following morning. They screw you over.",Don't play favorites
"""Okay""",2.0,4.0,3.0,1.0,2.0,1.0," Jun 8, 2015",Current,Hostess,,No,Neutral,Neutral,,More than a year,"Hours work, free meals after or before each shift, and schedule is posted online",Management is disorganized and not the best. compensation is terrible and this is not a company for quick growth,
"""Poor Pay""",2.0,,,,,," Jun 7, 2015",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than 5 years,"Nice people, so so benefits.",poor pay and very overworked,Try to treat people more fairly
"""Hostess Position""",3.0,2.0,2.0,2.0,2.0,2.0," May 27, 2015",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,,Good working environment as a hostess. Busy. Friendly coworkers.,Over worked and manager did not accommodate my personal requests off.,
"""Takeout""",3.0,,,,,," May 26, 2015",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,More than 5 years,Bjs was a great restaurant to start with as a first time job. I was able to move up fairly quickly.,Schedule was sometimes variant and we never had enough employees.,Need to make sure you have enough employees so that if someone gets sick or needs a last minute day off there should be enough people that are willing to cover.
"""Kitchen Manager""",1.0,3.0,1.0,1.0,3.0,2.0," Jun 15, 2015",Past,Kitchen Manager,"San Jose, CA",No,Neutral,Neutral,Full-time,,Decent starting pay with experience.,"No breaks, overworked hourly employees, micromanaged from the top down, no advancement in California. A lot of 9-10 days working straight through. Habitually understaffed which makes for a very stressful work environment.",
"""management""",5.0,5.0,5.0,5.0,5.0,5.0," May 11, 2015",Current,Executive Kitchen Manager,"Sacramento, CA",Yes,Yes,Neutral,Part-time,More than a year,Money is really good after the years.,You have to work toany hours.,
"""Server""",2.0,3.0,3.0,3.0,1.0,2.0," May 22, 2015",Current,Anonymous Employee,,No,No,Yes,Part-time,Less than a year,Great atmosphere. Fun co-workers. Tips are generally good. The food is tasty.,Management is poorly represented. Not enough hours. No benefits. No room to improve.,"Actually do your job, and help the workers grow into quality employees. Instead you only pick out the negatives and all of you have very arrogant attitudes."
"""Gm""",2.0,1.0,2.0,1.0,3.0,5.0," May 22, 2015",Current,Anonymous Employee,,No,No,Neutral,Part-time,More than 3 years,"Great concept , with outstanding systems and technology",Upper management lacks self discipline and integrity,Make sure all promises are written down
"""Experience as a Server & Bartender""",3.0,2.0,4.0,3.0,1.0,2.0," May 14, 2015",Current,Server/Bartender,"Gainesville, VA",Yes,Yes,Neutral,Full-time,More than a year,"The restaurant has a strong and popular beer selection for most guests who drink it; because of this, it creates both interest in return and reliable sales.","The restaurants are too large and, at times, too busy to accommodate to ""gold standard"".<br><br>Quality of product can greatly fluctuate and the system in place for getting prepared food from the kitchen to the table is weak.<br><br>Bartenders and other ""tipped out"" employees are never guaranteed their money from other team members. The suggested amount to tip out is 0.5%, which while low already, can never be enforced by management.<br><br>Bartenders are limited in their abilities replenish stock for both alcoholic and non-alcoholics, therefore heavily dependent upon management support. This then leads to issues with speed of service.<br><br>Bartenders are evaluated by secret shoppers, and held accountable for every step in a lengthy service process.","Listen to the people of your restaurant and less of corporate powers. If the restaurants glassware is limited to serving less than 10% of total restaurant guests, order glassware regardless of what ""numbers"" your corporate budgets suggest."
"""Good place to work""",4.0,3.0,3.0,3.0,3.0,3.0," Apr 23, 2015",Current,Food Server,"Arcadia, CA",Yes,Yes,Neutral,Full-time,More than a year,"Free food , friends and family discount , discount on kegs , meeting new people , fun coworkers , good to build experience","A little unorganized sometimes , I feel like it can be better taken care of sometimes , not all the times",Keep up the good work
"""a incredibly intense experience.""",3.0,3.0,3.0,3.0,4.0,3.0," May 7, 2015",Past,Service Manager,"Kissimmee, FL",Yes,Neutral,Neutral,Full-time,Less than a year,Great tools to execute the shifts. Benefits were good. Bonuses were attainable. Good way of life except for the general managers. They lived in their restaurant.,"Gms were in the woods constantly which interferes with training passionate managers. Too many systems to manage, menu to vast, labor costs are a struggle which turned your km into an hourly.",
"""Server""",4.0,3.0,3.0,1.0,3.0,3.0," Apr 12, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,Financially one of the best restaurants to work at in Central Ohio. Very easy sidework,"Favortism, working your way up through lunch shifts. Food running shifts. Can be intimidating",
"""No hours.""",1.0,1.0,1.0,1.0,1.0,1.0," May 19, 2015",Current,Line/Prep Cook,"Phoenix, AZ",No,Yes,Neutral,Full-time,Less than a year,Some managers are nice. Awesome place to work with. Cons outweigh the pros. Looking to work for a great company BJ's is not it.,Not willing to help people with learning disabled of problems. Company doesn't understand people with dyslexia or learning several problems need more than one day of training.,
"""Its the place for someone who enjoys ""work""""",3.0,2.0,3.0,3.0,4.0,3.0," Apr 22, 2015",Past,Senior Manager,"San Mateo, CA",No,Neutral,Neutral,Full-time,More than a year,It pays good.<br>Good benefits.<br>It teaches you a thing or two with the volume that they do even when you have experience.<br>There's a system in place for everything.,"Long work hours.<br>Managers comes and goes.<br>Very little supervision from the upper management to keep the check and balances of the restaurant, very heavily relied on the general managers who could not be very good.<br>It feels like managers are a just a number to them, the work that you do goes unnoticed a lot of the time.","Treat people how you would like to be treated, sometimes as simple as ""how are you doing?"" can go a long way about finding out whats going on in your restaurant from the people that works in the building."
"""Waitress""",5.0,4.0,5.0,3.0,2.0,4.0," Apr 8, 2015",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"Wonderful owners, fair pair, treated well, usually got free food at the end of the night, flexible hours","stressful at times, fast-paced, had to come in and help clean on the weekends, sometimes didn't get off work until late.",
"""Good money, but bad restaurant politics.""",4.0,2.0,3.0,5.0,3.0,4.0," Mar 26, 2015",Past,Server Trainer,"Houston, TX",Yes,Neutral,Neutral,Part-time,More than 8 years,"If you prove you're a hard worker then you can oftentimes get a good schedule. The amount of money you make is up to you. Several different managers so it gives you more opportunity to have one you get along with well. There was also room for upward movement. If you worked there for about a year and REALLY liked you, they'd move you to bar tending (A LOT more money), then supervising, then management.","Very restaurant politic-y. Some of the managers only paid attention to the girl servers who flirted with them, and if you didn't follow suit your schedule could suffer greatly.",Don't let higher management who got in trouble for sexual harassment with an underage hostess come back and work at middle management when they have constant contact with even more girls.
"""Robots serving cisco products.""",2.0,3.0,4.0,4.0,2.0,3.0," Apr 16, 2015",Past,Cocktailer,"Tukwila, WA",No,Neutral,Neutral,Full-time,More than a year,Good training for high volume serving.<br>many locations to transfer to,"Secret shoppers<br>unrealistic expectations.<br>Mediocre bill averages.<br>low quality product, beer and food<br>server scripts that turn you in to a robot server... ""have you made your selections?""","Toss out the script! suggesting a beer, a cocktail and an appetizer on the first touch (has to be within 2 mins) and having to immediately follow with ""have you made your selections"" is absurd. I ignored all this, had top sales in the cocktail section, had loads of return clientele yet never got promoted to bartender simply because i never got a perfect secret shop. Which was only because i refused to follow the script. You hire waiters and bartenders to have a personality... let them use it."
"""Bus boy; pretty much at the bottom of the totem pole.""",3.0,3.0,4.0,3.0,2.0,2.0," Apr 14, 2015",Past,Bus Boy,,Yes,Yes,Neutral,Part-time,More than a year,"The people you work with are awesome, every once in a while you get a gem of a manager to work with, which makes days or nights so much better.<br>as a bus boy you get a cut of the tips for your shift, depending on how busy it is they can really add up.","For every great manager there is probably two or three that are just terrible.<br>Being a bus boy can be hard work, but its manageable if your work alongside a group that actually helps.<br>Never knew how corporate BJ's could be, I would constantly get told about having the right collared shirt to wear.","Don't belittle those at the bottom, they might not run the restaurant, but they make the restaurant run."
"""General Manager""",4.0,2.0,4.0,4.0,5.0,4.0," Mar 30, 2015",Current,General Manager,,Yes,Yes,Neutral,Full-time,More than a year,"Can't beat the pay, pretty good overall culture",Quality of life not exactly what they preachc,
"""Chaos and mediocre tips""",2.0,3.0,3.0,3.0,2.0,2.0," Apr 8, 2015",Past,Anonymous Employee,"Los Angeles, CA",No,Neutral,Neutral,Part-time,Less than a year,The food discount and any food related thing. Some parties or events can be lucrative but they are few and far between and location dependent.,"Management fails to see the big picture. They give too many tables and the people coming in are not the best kind. They complain about everything and management can never please them. The tips are terrible or decent but never amazing. The servers are all out for themselves because they fight for the best shifts and everything is favoritism and competition. There are lots of people who want to see you fail and it makes it hard to work, at least at the Los Angeles location I worked at. Even the managers were very unprofessional and disorganized at times because of the over micro managing of everything.","Take control of the restaurant, seat servers fairly and with some organization. Fire the people that are fake and hire actual good people. Teach the team and unity mentality rather than the ""compete for shifts"" one. Hire more mature and intuitive managers. Ignore some petty crap and treat your servers better; they put up with so much crap and deserve to not be blamed for every dudes unhappy meal. Change your uniforms, are you trying to be a steakhouse or are you a sports bar?"
"""Unorganized""",3.0,5.0,4.0,3.0,2.0,3.0," Apr 6, 2015",Past,Host,"San Antonio, TX",No,Neutral,Yes,Full-time,More than 5 years,Free food if you're a host<br>Likely to give you time off,Never prepared for the weekends<br>Short on staff<br>Not enough people on for the weekends,Please make sure that your managers are prepared for any situation it is very hard to work in an environment when not even the people higher up in the company know what to do
"""BJ""S Sever""",2.0,2.0,2.0,3.0,3.0,1.0," Apr 7, 2015",Past,Server Assistant,,No,Neutral,Neutral,Part-time,More than a year,good training that sets you up for success,to much pressure to hit on all steps,
"""Just a simple regular server job.""",2.0,2.0,3.0,3.0,1.0,2.0," Mar 10, 2015",Past,Server,"Torrance, CA",No,Neutral,Neutral,Part-time,Less than a year,"Good money, nice coworkers, great food","Horrible clientele, bad managers, late hours",
"""My coworkers were great and management knew what they were doing, but it was a hard area to serve in.""",3.0,3.0,3.0,1.0,2.0,4.0," Mar 4, 2015",Current,Server,"Culver City, CA",No,Yes,Yes,Full-time,More than 3 years,Amazing GM to work for,Really hard to please customers,Communicate better with each other to give consistent advice
"""Good money, stressful work environment""",4.0,3.0,3.0,3.0,5.0,1.0," Feb 17, 2015",Current,Anonymous Employee,"Gainesville, FL",Yes,No,Neutral,Full-time,,"The money. I have only worked at one previous restaurant before working at BJs, but, at least in my town, the financial benefits are extremely beneficial and helped me immensely during college.",Very stressful work environment. Employees can work there for 3+ years and still get treated poorly in regards to scheduling.,"Don't focus so much on quantity, but focus more on quality. If you send out 100 plates of food that are just okay, as opposed to 60 amazing meals, are you really gaining much more in return guests?"
"""Fun atmosphere with great and fun working people! Great job for part time while being at school. Great customer service!""",3.0,3.0,3.0,2.0,1.0,4.0," Mar 1, 2015",Current,Anonymous Employee,,Yes,No,Yes,Full-time,Less than a year,"I love the team environment, I have always been apart of my team when playing field hockey so it was nice to see familiar similarities.","Definitely not happy with the 31 min unpaid break, would really do without. Also, really dislike the lazy coworkers that work there, unprofessional in that sense.",Definitely would try to hire more hardworking team oriented people who are better self-starters and can work hard for long periods of time.
"""Good company""",4.0,3.0,3.0,4.0,4.0,2.0," Jan 27, 2015",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,Less than a year,Quality systems. They compensate well.,Senior leadership is more interested in share holders. Cutting costs. Food quality going down some.,
"""I really liked working here""",4.0,3.0,4.0,3.0,3.0,4.0," Jan 25, 2015",Past,Hostess,"San Antonio, TX",Yes,Yes,Yes,Part-time,Less than a year,Good team and always worked with my school life also always had an opportunity to move up,Sometimes I worked overtime. Also sometimes took on other peoples responsibilities,
"""Great restaurant""",4.0,3.0,4.0,3.0,3.0,3.0," Jan 22, 2015",Current,Busser,"Baton Rouge, LA",Yes,Yes,Neutral,Part-time,More than 5 years,The free meal is wonderful.,Not enough workers sometimes. I don't think there is enough flexibility in the scheduling. the computer system is really slow and needs to be updated. the scheduling system online is not user friendly.,
"""Good training and work environment""",3.0,3.0,4.0,3.0,3.0,3.0," Jan 28, 2015",Past,Host/Takeout,"Redmond, WA",Yes,Neutral,Neutral,Part-time,Less than a year,"Information al training, only a 6 day process<br>Generally nice coworkers<br>Relatively was work<br>Generally pleasant management",Way too corporate<br>Some managers can be more of micromanagers,
"""Great potential""",3.0,2.0,4.0,4.0,1.0,3.0," Jan 3, 2015",Current,Server/Bartender,"Thousand Oaks, CA",Yes,Neutral,Neutral,Part-time,More than 3 years,"Flexible hours, flexible scheduling, short shifts, income every shift, constant movement, great pay, discounted food, and frequent opportunities for promotions.","Management makes or breaks locations, constant movement, late shifts, high stress, lack of benefits (short shifts makes it hard to meet hourly quota per week to qualify for them).","Tends to take advantage of hard working servers, running them into the ground and not rewarding individuals for their sacrifices. Focus more on employee's moral and needs instead of making bonuses each quarter and there should be no problems making said bonuses. Also, NEVER manage under the philosophies; ""out with the old, in with the new"" and ""the customer is always right"" as they tend to alienate your employees and kill morale."
"""Doesnt even get a one star rating!!!""",1.0,1.0,1.0,2.0,2.0,1.0," Jan 17, 2015",Current,Server,"Irvine, CA",No,No,Neutral,Full-time,More than a year,Most of the severs are really awesome people and I thought most of the guests were lovely.,"Unfortunately no one seems to know how to run a floor. servers standing around without a table while the hostess slam someone else station. Managers falling you around rushing u off clock then making you transfer all your tables after you have stood around for hours essentially making 15.00 on a bumping wall to wall Friday night. Potential to make money is there, but unless you belong to a small group of the privileged its almost impossible to see it. The worst thing is the ignorance of there own principles. Compassion is supposed to be one of the companies core values. I worked for the company for two years. for one year of that i started battling a serious and most likely will be fatal liver cancer. Due to medications and treatment i lost a lot of weight and developed chronic fatigue and anxiety. My guests never felt it not one guest complaint. Rather than approaching me and asking if everything was going ok i had my section and my schedule cut. When i tried to approach then i was told really dont wanna here it pull it together. i was there a year at this point. This just makes me so sad that people who see u everyday have so little compassion.","Figure out that the guest satisfaction is more important that the bottom line. Take responsibility for you floors not only when they work , but own it when they dont instead of blaming the hourly employees."
"""Worked here for nearly 2 years""",4.0,5.0,4.0,3.0,3.0,1.0," Dec 10, 2014",Current,Front of House Server Trainer,"Round Rock, TX",Yes,Yes,Yes,Part-time,More than 3 years,"Most coworkers are great, flexible schedule",As with any serving job you never know what you will make,Make sure your employees are cleaning things to standard.
"""I have worked here for over 3 years""",4.0,4.0,4.0,4.0,3.0,4.0," Dec 7, 2014",Current,Server,"Tucson, OH",Yes,Yes,Neutral,Part-time,More than a year,"Friendly team, worked my up from host to takeout to server, and love that it's a good way to make decent money in a short amount of time.","Large menu, sometimes customers can be difficult, tips aren't good in Tucson. Also, managers change a lot which is hard, because you have to get to know them and sometimes they don't like people for certain reasons, pick favorites, etc.",
"""A good company to work for that is wiling to be flexible with your scheduling demands.""",4.0,4.0,4.0,3.0,3.0,4.0," Dec 8, 2014",Current,Server,"San Jose, CA",Yes,Yes,Yes,Full-time,More than a year,They are flexible with schedules for those who have another job or are going to school. Its easy to network with guests and become familiar or can even make friends with guests that frequent the establishment.,"You never know how long your shift will be just like any other restaurant job, you however may work longer shifts at BJ's than one may be accustomed to.",Management may want to consider being more selective on who they hire.
"""Prestigious organization that appreciates their employees""",4.0,,,,,," Dec 4, 2014",Current,Waitress,"San Jose, CA",Yes,Yes,Neutral,Part-time,More than a year,"Constructive relationships, quality products, STAR awards","Inconsistent team work, language barriers",Make Information regarding 401K available
"""Best company ive worked for""",5.0,5.0,5.0,5.0,5.0,4.0," Dec 2, 2014",Current,Service Assistant,,Yes,Neutral,Neutral,Part-time,More than a year,"Great pay, great atmosphere and good hours!",Nothing bad it all seems like everything is good to me so far in this 1st year,
"""Lack of respect""",1.0,3.0,1.0,1.0,1.0,1.0," Jan 3, 2015",Current,Server,"Round Rock, TX",No,No,Neutral,Full-time,Less than a year,Basically picking you own schedule and choosing when you want to work.,Dont get me wrong the Bj's i started off at in San Antonio was awesome. Every one was lively and did their part a a team. This location in Round Rock is so off. A bunch of slackers are somehow still employed and we run through new hires like nothing.,Take care of the employees who take care of the customers.
"""Work hard and no one will notice outside the restaurant.""",4.0,4.0,2.0,4.0,1.0,2.0," Nov 25, 2014",Current,Team Member,"Orange, CA",No,Neutral,Neutral,Part-time,More than 10 years,"flexibility, fun environment, most managers care for the employees. Discount when you are working or when you visit as a guest.","Very corporate, feels like the corporate leaders do not care about the restaurant employees. White shirts while serving!! No protection serving large parties they do not allow an automatic added gratuity. Health insurance requirements can not be met by the majority of employees. They over work there managers to exhaustion. High expectations but not all the tools are available to meet them. No backbone to guests. People lie and complain to get free items. Too many changes with little notice and roll outs are poorly executed.",Be more understanding of your employees. Protect them with benefits. Allow automatic gratuity on large parties. Stand behind your service even if it costs the company more money. Not fair for someone to work a large party and not be compensated correctly.
"""Great company for the most part.""",3.0,2.0,2.0,4.0,2.0,3.0," Nov 23, 2014",Current,Manager,"Palmdale, CA",No,No,Neutral,Full-time,More than 5 years,"Ability to rise in the ranks is easy. Busy, fast paced.",Horrible General Manager. Corporate does not care about the many complaints from guests and team members. This man has no business running this restaurant. He fudges his numbers and lies. He never takes reaponsibilty for anything and always places blame. Guests can not stand him and the team members hate him. He bullies his staff and makes threats.,Get rid of the current General Manager and watch Palmdale BJS take off again. It really is a shame to watch this place go slowly under and not have anyone in corporate care enough to rescue it.
"""It was an ok job""",3.0,3.0,3.0,2.0,3.0,1.0," Nov 23, 2014",Current,Host,"Katy, TX",Yes,No,Neutral,Part-time,More than a year,"Good hours, friendly coworkers, good money, easy to understand things","Horrible management, no overtime, hard to advance, a little short staffed currently",Get it together
"""It paid the bills""",3.0,4.0,1.0,1.0,2.0,3.0," Nov 15, 2014",Past,Server,"Huntington Beach, CA",No,Neutral,Neutral,Part-time,More than 5 years,The best part of working here was the friendships I made with the guests and coworkers. The scheduling was very flexible so it was good work for those going through college.,The training program was a bit too fast and the menu is so large that most of the new servers were unprepared. You don't make good money until you get longer shifts and that can take months. The restaurant is neither upscale or casual so you get the worst of both worlds in terms of customers.,I think they have forgotten what has made them stand out and their constant need for change and menu additions proves that. Stop trying to please everyone and improve on the areas you already excel at.
"""Salinas location is the worst, terrible management""",2.0,1.0,1.0,2.0,1.0,2.0," Nov 15, 2014",Past,Server,"Salinas, CA",No,Neutral,Neutral,Part-time,Less than a year,"Flexible hours, nice coworkers, new building","Bad location-- many customers leave little to no tip, so you're making close to minimum wage most of the time. Poor management-- managers play favorites, and are not well trained themselves. Management training program is a joke. Corporate doesn't seem to care if a location has a bad reputation and needs help to improve-- it's all about the profits they see. Responsible employees are forced to close nearly every night of the week, which would be nice if this resulted in more money at the end of the night. It didn't, and instead I had no social life. No upward mobility. Horrible break schedule, resulting in someone potentially ruining your customers' experience or you losing a table. Hard to even eat or drink while on break because of poorly-planned break system. The culture sounds nice based on what is printed on the cards employees have to carry, but it was awful working there. Forget taking vacation while working at BJ's-- I had my vacation approved two months in advance, only to be scheduled to work the entire two weeks of my vacation. Thank goodness my coworkers were eager to pick up shifts to supplement their meager wages...","Plan more before opening new locations-- will your employees be able to make a living wage working there? Also, develop a better management training program. Many managers I saw were cursing at employees, and were very unprofessional. I have seen better management at a mom-and-pop restaurant, and as a corporate chain restaurant BJ's should do better."
"""Two years I'll never get back""",1.0,3.0,1.0,1.0,2.0,2.0," Dec 6, 2014",Past,Line Cook,,No,No,Neutral,Full-time,More than a year,The money and hours can be decent if you are favored by the person making your schedule,"So much favoritism, imbalanced workload to pay rate ratio - expect to do the work of more than one person while only getting paid for doing the work of one person; teamwork and communication are poor, no evaluations, no potential for advancement, language barriers and cultural differences create friction/division in the workplace, hours are so poor that you are forced to get a second job to supplement your income, and then penalized for it by management through scheduling cuts. From having unnecessarily complicated entree items to bad restaurant building schematics.. this place is all around confusing. I've never seen a higher restaurant turnover rate in my life.","Figure it out already and listen to the employees trying to execute your ridiculous systems, that's probably a gold mine of advice. Keep it simple."
"""Overall good place to work""",4.0,3.0,4.0,3.0,3.0,2.0," Oct 28, 2014",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than 3 years,Decent compensation if working at a busy location. Easy scheduling. Monthly incentives.,Staff cut early leaving you with unrealistic section to attend to. 2 table section on weekend evenings due to large staff. Very corporate,Get to know your staff a little more. Control anger around employees.
"""Senior Manager""",2.0,2.0,2.0,2.0,3.0,3.0," Oct 16, 2014",Past,Senior Manager,"Menifee, CA",No,No,Yes,Part-time,Less than a year,The money and commission were good.,They don't have good upper management. A lot of issues that they don't fix.,Good place to get some experience. Hard place to work for.
"""Good money, iffy managers""",3.0,4.0,2.0,3.0,4.0,2.0," Sep 30, 2014",Current,Take Out Server,"San Mateo, CA",No,Yes,Neutral,Part-time,More than 3 years,"Mostly organized, you get shifts, you get paid. You'll get fed up a lot (and I don't mean with just the irritating guests), but if you can shrug it off overnight, you'll last. If stuff builds and builds for you, it's not the job for you.","Managers seem to be trained poorly by corporate, so then it makes them bad managers, and then that makes mad employees, and then a lot of people quit. I've seen two waves of high numbers of people quitting at once because of management. We are still currently understaffed at my location, and it's been this way since April..","You need to give positive feedback too, if all we hear is negative, you have people turning away. And that is what's happening. I've stuck around because of the flexibility in time/hours, money and some of my coworkers. And my current GM is great, but doesn't have great support from the lower management."
"""Has a great atmosphere and plays great up-to-date music you van enjoy while eating.""",3.0,2.0,3.0,2.0,1.0,4.0," Oct 1, 2014",Current,Food Server,"Corpus Christi, TX",No,Neutral,Neutral,Part-time,More than a year,Great music and atmosphere overall,"To many employees, Not enough hours. Some people have to work food runner shifts were you barely make minimum wage. You work harder then the servers and get paid less",Free Food for the food runners so its at least bearable
"""review""",3.0,,,,,," Sep 25, 2014",Current,Anonymous Employee,,No,No,Neutral,Part-time,More than a year,people are very very nice,costumers are very very rude,
"""I disliked the managment change""",2.0,2.0,3.0,3.0,1.0,3.0," Sep 23, 2014",Past,Takeout/Host,"San Antonio, TX",Neutral,Neutral,Neutral,Part-time,,"A lot of people worked together, grew together and learned together. It was a very easy company to work. Loved the late night, alcohol and food as well as being about to get shifts picked up easily when working two jobs.","Management change forced many good working people to leave. With that being said, a lot of people left, new people came. It was a hectic training mess. Management was awful to begin with from being easily annoyed and frankly pissed off to being pushovers when it came to certain types of people..or genders.",
"""The Best and Worst""",3.0,3.0,4.0,3.0,4.0,3.0," Sep 22, 2014",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,More than 3 years,The place was nice and had a great variety of food and a cool vibe most of the time. One of the cooler restaurants.,The training was not as hands-on as it should of been and the managers were often unprofessional to the point that they could of been reported for harassment.,"I believe much of the management has changed now, but the unprofessionalism that went over-the-line to harassment for certain managers was unacceptable."
"""Great company""",4.0,5.0,5.0,5.0,5.0,5.0," Sep 1, 2014",Current,General Manager,"Puyallup, WA",No,Neutral,Neutral,Part-time,More than a year,Great pay. Upper management cares about their people. Tons of room for growth,Balance of life and work,
"""Very frustrating""",3.0,2.0,2.0,2.0,2.0,2.0," Sep 20, 2014",Current,Host/Takeout/Foodrunner,"Carlsbad, CA",No,Neutral,Neutral,Part-time,More than a year,Hotschedules is a great schedule website. Very easy to pick up and drop shifts and send messages to other employees.,"Both BJs locations I have worked at have made it so hard to move up. They are way too saturated with servers and there is a big line to stand in for promotions, so it is pretty much impossible to become a server if you don't start out as one. Team members at my second location are corporately brainwashed and I don't feel like I can trust my coworkers to have my back, making it hard to foster friendships at work.","Give team members credit for hard work. Don't make it so impossible for people to move up when they have earned it. Doing so demotivates employees so that they have no drive to work hard because they have no chance of serving, which is where the real money is."
"""Hostess""",3.0,3.0,2.0,1.0,2.0,1.0," Sep 18, 2014",Past,Hostess,"Elk Grove, CA",Yes,Yes,Yes,Full-time,Less than a year,I got along very well with the other hostesses and waitstaff.,Not fair to their employees. After working at BJ's for a year and a half I wanted to switch locations because I had moved. Instead of handling the situation in a professional manner the management wouldn't approve it or give me a good reason as to why they wouldn't. I went into my former and the location I wanted to move to several times only to be ignored. Very upsetting as I had worked there as head hostess for over a year.,Be fair to your employees!
"""Nice scheduling system, lots of hours.""",4.0,4.0,5.0,3.0,4.0,4.0," Sep 2, 2014",Current,Prep Cook,"Fort Collins, CO",No,Neutral,Neutral,Part-time,,Easy hot schedules online system.<br>Easy to pick up shifts or get them covered.<br>High pay for someone with not is much kitchen experience.<br>Willing to work with availability<br>Great crew members,There are so many employees that individualized attention is hard to come by,This is an awesome and organized place. Just pay attention it each individual employee a little more.
"""Great""",4.0,4.0,4.0,4.0,4.0,4.0," Aug 25, 2014",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,,Works with school schedule and make great tips,Large menu that you have to know all of it,
