Name,Price,Description
"Sweet Pig (Medium 12"")",$18.95,BJ's Deep Dish Pizza,8 slices. Oven-roasted ham | sweet pineapple | seasoned tomatoes (270 calories per slice).
"Sweet Pig (Large 14"")",$21.95,BJ's Deep Dish Pizza,10 slices. Oven-roasted ham | sweet pineapple | seasoned tomatoes (300 calories per slice).
"Barbeque Chicken (Mini 6"")",$12.25,BJ's Deep Dish Pizza,4 slices. Grilled chicken | hickory-smoked BBQ sauce | red onions | seasoned tomatoes | cilantro (170 calories per slice).
"Barbeque Chicken (Small 9"")",$16.50,BJ's Deep Dish Pizza,6 slices. Grilled chicken | hickory-smoked BBQ sauce | red onions | seasoned tomatoes | cilantro (240 calories per slice).
"Barbeque Chicken (Medium 12"")",$22.25,BJ's Deep Dish Pizza,8 slices. Grilled chicken | hickory-smoked BBQ sauce | red onions | seasoned tomatoes | cilantro (310 calories per slice).
"Barbeque Chicken (Large 14"")",$26.50,BJ's Deep Dish Pizza,10 slices. Grilled chicken | hickory-smoked BBQ sauce | red onions | seasoned tomatoes | cilantro (340 calories per slice).
BJ's Brewhouse Classic,$15.50,BJ's Tavern-Cut Pizza,Pepperoni | mushrooms | Italian sausage | BJ’s signature five cheese blend (110 calories per slice).
Old Country Tomato Basil,$14.95,BJ's Tavern-Cut Pizza,Seasoned tomatoes | fresh basil | fresh mozzarella | BJ’s signature five cheese blend | parmesan cheese (70 calories per slice).
The Spicy Pig,$15.25,BJ's Tavern-Cut Pizza,Oven-roasted ham | applewood smoked bacon | sweet pineapple | jalapeños | BJ’s signature five cheese blend (90 calories per slice).
The Italian Market,$15.75,BJ's Tavern-Cut Pizza,Housemade meatballs | diced pepperoni | oven-roasted ham | spicy peperoncinis | BJ’s signature five cheese blend | crushed Italian herbs (110 calories per slice).
Garlic Chicken Pesto,$15.95,BJ's Tavern-Cut Pizza,Grilled chicken | basil pesto | fire-roasted red peppers | seasoned artichoke hearts | tomatoes | BJ’s signature five cheese blend | parmesan cheese | goat cheese crumbles (100 calories per slice).
Gluten-Free Thin Crust Cheese Pizza,$11.25,Gluten-Free Choices,"Crisp, herb-infused 10-inch crust | zesty pizza sauce | BJ’s signature five cheese blend (6 slices–cal. 130/slice)."
Gluten-free Chocolate Chip Pizookie,$7.25,Gluten-Free Choices,Fresh-baked chocolate chip cookie | rich vanilla bean ice cream (cal. 1180).
Hickory Brisket and Bacon Burger,$13.50,BJ's Loaded Burgers,"Sweet, tangy BJ’s Peppered BBQ sauce | smoked brisket | applewood smoked bacon | jack + cheddar cheese | red onions | mayonnaise | served with fries (cal. 1610)."
Bacon Cheeseburger,$11.75,BJ's Loaded Burgers,Applewood smoked bacon | cheddar cheese | tomatoes | lettuce | pickles | mayonnaise | BJ’s signature burger sauce | served with fries(cal. 1380).
Classic Burger,$10.95,BJ's Loaded Burgers,Fire-grilled beef patty | tomatoes | lettuce | pickles | premium parker house bun | mayonnaise | BJ’s signature burger sauce | served with fries (cal. 1210).
Crispy Jalapeño Burger,$12.50,BJ's Loaded Burgers,Fried jalapeños | pepper jack cheese | chipotle mayonnaise | red onions | tomatoes | lettuce | cilantro | served with fries (cal. 1310).
Portobello Swiss Burger,$13.50,BJ's Loaded Burgers,Grilled portobello mushroom | swiss cheese | basil pesto | arugula | balsamic vinaigrette | caramelized onions | tomatoes | roasted garlic aioli | served with fries (cal. 1430).
Bacon-Guacamole Deluxe Burger,$12.95,BJ's Loaded Burgers,Housemade guacamole | applewood smoked bacon | pepper jack cheese | chipotle mayonnaise | red onions | tomatoes | jalapeños | served with fries (cal. 1590).
BJ's Brewhouse Burger,$8.75,BJ's Brewhouse Burgers,Lettuce | tomatoes | grilled onions | pickles | parmesan-crusted bun | served with fries (cal. 1000).
Black and Bleu-House,$9.95,BJ's Brewhouse Burgers,Chipotle | bleu cheese crumbles | applewood smoked bacon | grilled onions | tomatoes | Parmesan-crusted bun | roasted garlic aioli | served with fries (cal. 1160).
Chicken Fried Steak Burger,$12.25,BJ's Brewhouse Burgers,"Our diner-style beef burger, hand breaded and fried | pepper cream gravy | pepper jack cheese | sliced avocado | tomatoes | mayonnaise | fried egg | served with fries."
Southern Comfort Crispy Chicken Sandwich,$12.25,Crispy Chicken Sandwiches,Crispy fried chicken | sliced ham | applewood smoked bacon | creamy alfredo | Swiss cheese | Dijon mayonnaise | toasted parker house bun | served with fries.
Nashville Hot Crispy Chicken Sandwich,$11.50,Crispy Chicken Sandwiches,Crispy fried chicken | Nashville hot sauce | dill pickles | ranch | toasted parker house bun | served with fries.
BJ's Classic Chicken Sandwich,$11.25,Crispy Chicken Sandwiches,Crispy fried chicken | honey mustard | lettuce | tomato | dill pickles | toasted parker house bun | served with fries.
Classic Prime Rib Dip,$14.95,Sandwiches and Tacos,"Sliced, slow-roasted prime rib | hoagie roll | au jus | creamy horseradish served on the side | served with fries (cal. 1270)."
Hand-Pulled Turkey Dip,$12.50,Sandwiches and Tacos,Slow-roasted herb Turkey breast | Swiss cheese | caramelized onions | hoagie roll | au jus | horseradish aioli | served with fries (cal. 1330).
Enlightened Mediterranean Chicken Pita Tacos,$10.75,Sandwiches and Tacos,Seasoned grilled chicken | cucumber | tomatoes | red onions | feta cheese | cilantro | red wine vinaigrette | greek yogurt crema | chargrilled pita | seasonal bistro grains on the side (cal. 670).
Enlightened Shrimp and Arugula Pita Tacos,$11.25,Sandwiches and Tacos,Broiled shrimp | tomatoes | arugula | parmesan cheese | cilantro lime vinaigrette | chargrilled pita | seasonal bistro grains on the side (cal. 790).
Barbeque Pulled Pork,$11.95,Sandwiches and Tacos,Hand-pulled pork shoulder | BJ’s peppered BBQ sauce | crispy onion strings | creamy BBQ ranch dressing | toasted parker house bun | BJ’s signature coleslaw (cal. 1420).
Mahi-Mahi or Shrimp Tacos,$10.95,Sandwiches and Tacos,"Chipotle mayonnaise | santa fe dressing | napa cabbage | carrots | red onions | cilantro | avocado ranch | fire-roasted tomato salsa | tortilla chips
Choice of two tacos: Flame-Broiled Mahi-Mahi | Lightly Fried Mahi-Mahi | Cajun Shrimp (cal. 640-770)"
Enlightened Barbacoa Cauliflower Pita Tacos,$9.50,Sandwiches and Tacos,Roasted barbacoa cauliflower | roasted red peppers | corn | jack + cheddar cheese | yellow onions | tomatoes | Greek yogurt crema | cilantro | chargrilled pita | seasonal bistro grains on the side (cal. 650).
California Chicken Club,$12.25,Sandwiches and Tacos,Grilled chicken | applewood smoked bacon | avocado | melted Swiss cheese | lettuce | tomatoes | roasted garlic aioli | grilled sourdough bread (cal. 1280).
"6"" Deep Dish Pizza",$5.95,Kid's Menu,"Choice of 6"" cheese or pepperoni pizza | choice of kids' drink."
Chicken Tenders,$6.25,Kid's Menu,Fried chicken tenders | served with ranch.
Mac 'N' Cheese,$6.25,Kid's Menu,Hot and tasty kraft™ macaroni & cheese.
Mini Corn Dogs,$6.25,Kid's Menu,Mini corn dogs.
Grilled Cheese,$6.25,Kid's Menu,Grilled sourdough | melted cheddar cheese.
Kids' Burger,$6.25,Kid's Menu,"Burger with lettuce, tomatoes, and pickles. Served with your choice of kids' side and drink."
Spaghetti,$6.25,Kid's Menu,Spaghetti | choice of sauce.
Big Kids' Grilled Chicken,$6.25,Kid's Menu,Grilled chicken | rice pilaf | steamed veggies | choice of kids' drink.
Big Kids' Grilled Chicken Alfredo,$6.25,Kid's Menu,"Herb-roasted, grilled chicken | fettuccini | creamy alfredo | steamed broccoli | parmesan cheese | garlic parmesan knot | choice of kids' drink."
Kid's Mini Pizookies,$2.75,Kid's Menu,A warm cookie topped with ice cream. Your choice of: chocolate chunk | white chocolate macadamia nut | cookies 'n' cream | peanut butter | salted caramel | triple chocolate | gluten - free chocolate chip.
Kid's Sundae,$1.95,Kid's Menu,Scoop of rich vanilla bean ice cream | chocolate syrup | whipped cream | cherry on top.
BJ's Peanut Butter S'mores,$7.25,World-Famous Pizookies®,Premium flavors. Ghirardelli® triple chocolate cookie | peanut butter | marshmallow fluff | marshmallows | rich vanilla bean ice cream | available in regular size only. (cal. 1580).
Cookies 'N' Cream,$6.95,World-Famous Pizookies®,Premium flavors. Rich chocolate cookie with the taste of oreo® cookies | rich vanilla bean ice cream | a dollop of mousse (cal. 1230).
Monkey Bread,$7.25,World-Famous Pizookies®,"Premium flavors. Fresh-baked, pull-apart bread | butter | brown sugar | cinnamon | rich vanilla bean ice cream (cal. 1260)."
Salted Caramel,$7.25,World-Famous Pizookies®,Caramel cookie dough | sweet almond toffee | crunchy pretzel bites | white + Ghirardelli ®  dark chocolate chips | rich vanilla bean ice cream | caramel sauce (cal. 1360).
Triple Chocolate Made with Ghirardelli,$7.25,World-Famous Pizookies®,Premium flavors. Rich chocolate cookie with chunks of ghirardelli® chocolate | ghirardelli® double chocolate chip ice cream | ghirardelli® dark chocolate chips (cal. 1180).
Gluten‑Free Chocolate Chip,$7.25,World-Famous Pizookies®,Premium flavors. Gluten-free item. Fresh-baked chocolate chip cookie | rich vanilla bean ice cream (cal. 1180).
Chocolate Chunk,$6.50,World-Famous Pizookies®,Classic flavors. Fresh-baked chocolate chip cookie | rich vanilla bean ice cream (cal. 1150).
White Chocolate Macadamia Nut,$6.50,World-Famous Pizookies®,Classic flavors. Buttery sugar cookie | white chocolate chunks | macadamia nuts | rich vanilla bean ice cream (cal. 1220).
Peanut Butter,$6.50,World-Famous Pizookies®,Classic flavors. Fresh-baked peanut butter cookie | rich vanilla bean ice cream (cal. 1220).
Pizookie Trio,$10.25,World-Famous Pizookies®,Your choice† of three mini pizookies. ® each served with a scoop of ice cream (cal. 1740-2160).
Mini Pizookie,$3.75,World-Famous Pizookies®, 
BJ's Baked Beignet,$7.25,More Great Desserts,Fluffy dough baked golden brown | dusting of cinnamon + sugar | rich vanilla bean ice cream | fresh strawberries | a drizzle of strawberry purée | whipped cream (cal. 630).
Ice Cream - 1 Scoop,$1.95,More Great Desserts,Rich vanilla bean | Ghirardelli® Double Chocolate Chip
Ice Cream - 2 Scoops,$2.95,More Great Desserts,Rich vanilla bean | Ghirardelli® Double Chocolate Chip
Sunset Peach Iced Tea,$1.95,Beverages,Zero-calorie and caffeine-free.
Berry Hibiscus Iced Tea,$1.95,Beverages,Zero-calorie and caffeine-free.
Cucumber Mint Sparkling Water,$1.50,Beverages, 
Raspberry Sparkling Water,$1.50,Beverages, 
Peachberry Iced Tea,$1.95,Beverages, 
Iced Tea,$1.95,Beverages, 
Mandarin Orange Green Tea,$1.95,Beverages, 
Sparkling Raspberry Lemonade,$1.95,Beverages, 
Strawberry Lemonade,$1.95,Beverages, 
Lemonade,$1.95,Beverages, 
BJ's Handcrafted Draft Sodas,$1.95,Beverages, 
BJ's Handcrafted Floats,$3.95,Beverages, 
Soda,$1.95,Beverages, 
Hot Tea,$1.95,Beverages, 
San Pellegrino Sparkling Mineral Water,$3.25,Beverages, 
Cold Brew Coffee,$3.25,Beverages,Cal. 0.
Salted Caramel Cold Brew Coffee,$3.50,Beverages,Cal. 160.
Cappuccino,$3.50,Beverages,Hot (cal. 100).
Café Latte,$3.50,Beverages,Hot (cal. 100).
Coffee,$1.95,Beverages, 
Decaf Coffee,$1.95,Beverages, 
Disclaimer,$0.00,Disclaimer, 
4.5/5,8 ratings,"1200 Route 23 North, Butler, NJ 07405"
Cedar Grilled Lemon Chicken,$13.99,Most Loved,Cedar-seasoned grilled chicken on cranberry-pecan rice and quinoa with granny smith apple relish and lemon vinaigrette. 580 cal. | 42g protein.
The Classic Combo,$16.99,Most Loved,"All the classic apps you love on one plate – boneless wings, spinach and artichoke dip, chicken quesadilla and mozzarella sticks."
Shrimp 'n Parmesan Sirloin,$19.49,Most Loved,"A popular take on surf ‘n turf, this dish starts with a tender grilled 8 oz. USDA choice top sirloin and is topped with sautéed blackened shrimp and our creamy lemon butter parmesan sauce."
Triple Chocolate Meltdown,$6.79,Most Loved,"Warm, rich, fudge-filled chocolate cake is drizzled with hot fudge. Served with vanilla ice cream."
Double-Glazed Baby Back Ribs,$15.49,Most Loved,Slow-cooked to fall off the bone tenderness. Order them Memphis dry-rubbed or sauced with: Spicy Texas BBQ sauce or Honey BBQ sauce.
Cedar Grilled Lemon Chicken,$13.99,Most Loved,"Cedar-seasoned grilled chicken on cranberry-pecan rice and quinoa with granny smith apple relish and lemon vinaigrette. Lighter fare, 580 cal. | 42g protein."
Mozzarella Sticks,$8.79,Most Loved,"Crispy outside with melty mozzarella inside, this favorite is served with marinara sauce."
Three-Cheese Chicken Cavatappi,$13.49,Most Loved,"Asiago, parmesan and white cheddar are mixed with corkscrew cavatappi pasta in a rich parmesan cream sauce then topped with grilled chicken, bruschetta tomatoes and basil."
Boneless Wings,$10.79,Most Popular,"Crispy breaded pieces of tender boneless chicken tossed in your choice of: classic buffalo sauce, hot buffalo sauce, honey BBQ sauce, sweet Asian chili sauce, served with bleu cheese or ranch dressing."
Build Your Appetizer (2 for),$10.29,Most Popular, 
￼￼Build Your Appetizer (3 for),$14.19,Most Popular, 
Classic,$8.99,Most Popular,"A juicy all-beef burger classic with lettuce, tomato, onion and pickles on a brioche bun."
Chicken Tenders Platter,$11.99,Most Popular,Crispy breaded chicken tenders are a grill and bar classic. Served with honey Dijon mustard and fries.
Decadent Shakes,$3.69,Most Popular,"Oreo® cookie, chocolate, strawberry."
Fountain,$2.89,Most Popular, 
Quesadilla Burger,$10.99,Most Popular,"Applebee’s signature. Part burger, part quesadilla, all taste. This original burger creation comes piled high with jack cheese, our signature Mexi-ranch sauce, crispy bacon, fresh pico and shredded lettuce in a crisp, warm cheddar quesadilla."
Four-Cheese Mac & Cheese with Honey Pepper Chicken Tenders,$13.99,Most Popular,"Applebee’s signature. A sweet and savory take on comfort food, four-cheese mac & cheese is topped with crispy breaded chicken tenders tossed in honey pepper sauce and topped with bacon."
Spinach & Artichoke Dip,$8.49,Most Popular,Creamy spinach and artichoke dip topped with melted parmesan cheese. Served with freshly made white corn tortilla chips and our chipotle lime salsa.
The Classic Combo,$16.99,Appetizers,"All the classic apps you love on one plate – boneless wings, spinach and artichoke dip, chicken quesadilla and mozzarella sticks."
Steak Quesadilla,$10.69,Appetizers,"Warm, grilled tortillas loaded with USDA choice top sirloin steak, fresh pico and a blend of melted cheddar cheeses. Served with green chile sauce and our chipotle lime salsa.."
Chicken Quesadilla,$9.99,Appetizers,"Warm, grilled tortillas loaded with chipotle lime chicken, fresh pico and a blend of melted cheddar cheeses. Served with green chile sauce and our chipotle lime salsa."
Spinach & Artichoke Dip,$8.49,Appetizers,Creamy spinach and artichoke dip topped with melted parmesan cheese. Served with freshly made white corn tortilla chips and our chipotle lime salsa.
Chicken Wonton Tacos,$8.99,Appetizers,"Applebee’s signature. A deliciously different way to taco. Tangy grilled chicken, sweet Asian Chile sauce and dumpling sauce stuffed into crispy wonton shells and topped with a crunchy slaw and cilantro mix."
Mozzarella Sticks,$8.79,Appetizers,"Crispy outside with melty mozzarella inside, this favorite is served with marinara sauce."
Chips & Salsa,$4.29,Appetizers,Freshly made white corn tortilla chips and our chipotle lime salsa.
Cheeseburger Egg Rolls,$10.99,Appetizers,"A crunchy eggroll filled with ground beef, pickles, cheddar and onions with signature dipping sauce."
House Salad with Bacon,$4.49,Appetizers, 
Small Caesar Salad with Parmesan Cheese,$4.49,Appetizers, 
Sriracha Shrimp,$8.99,Appetizers,Spicy. Crispy battered shrimp tossed in a spicy sriracha Chile lime sauce topped with cilantro.
Brew Pub Pretzels & Beer Cheese Dip,$7.99,Appetizers,"The perfect balance of crunchy and chewy, warm pretzel sticks are ready to dip in blue moon® white cheddar beer cheese and honey Dijon mustard."
Boneless Wings,$10.79,Appetizers,"Crispy breaded pieces of tender boneless chicken tossed in your choice of: classic buffalo sauce, hot buffalo sauce, honey BBQ sauce, sweet Asian chili sauce, served with bleu cheese or ranch dressing."
Double Crunch Bone-in Wings,$10.99,Appetizers,"Twice battered and fried these crisp outside, tender in side wings are tossed in a choice of: classic buffalo sauce, hot buffalo sauce, honey BBQ sauce, sweet Asian chili sauce, Thai peanut sauce."
Salsa Verde Beef Nachos,$11.99,Appetizers,"Spicy. A true table pleaser, tortilla chips are topped with chili verde marinated ground beef, queso blanco, cheddar, sour cream, pico and fresh jalapeños."
Build Your Appetizer (2 for),$10.29,Build Your Appetizers, 
￼￼Build Your Appetizer (3 for),$14.19,Build Your Appetizers, 
Chicken Tortilla,$4.49,Soup,Contains pork.
Tomato Basil,$4.49,Soup, 
French Onion,$5.49,Soup, 
Southwest Steak & Black Bean,$4.99,Soup,Contains pork.
Thai Shrimp Salad,$12.99,Salads,"Seasoned, grilled shrimp atop fresh Asian greens and edamame. Topped with almonds, crispy wonton strips and a drizzle of Thai peanut sauce with our own Chile lime vinaigrette. Lighter fare, 400 cal. | 25g protein."
Oriental Chicken Salad,$10.99,Salads,"Applebee’s signature. A long-running favorite, crispy breaded chicken tenders top a bed of Asian greens, rice noodles and almonds tossed in our oriental vinaigrette."
Grilled Chicken Caesar Salad,$11.19,Salads,"Crisp romaine tossed in garlic Caesar dressing topped with grilled chicken, croutons and shaved parmesan."
Fiesta Chicken Chopped Salad,$9.99,Salads,"Corn & black bean salsa, tortilla strips, white cheddar, red pepper, onion & spicy jalapeño dressing."
Crispy Chicken Tender Salad,$9.99,Salads, 
Southwestern Steak Salad,$12.99,Salads,"Grilled USDA choice top sirloin topped with chimichurri. Served with mixed greens, black bean corn salsa, blend of cheddar cheeses, tortilla strips and house-made cilantro ranch."
Southwestern Grilled Chicken Salad,$11.99,Salads,"Grilled chicken topped with chimichurri. Served with mixed greens, black bean corn salsa, blend of cheddar cheeses, tortilla strips and house-made cilantro ranch."
Butcher's Reserve 12oz. Top Sirloin,$20.99,From the Grill,"Our heartiest cut, this generous 12 oz. USDA choice top sirloin is flame-grilled to order."
8 oz Top Sirloin,$16.99,From the Grill,Lightly seasoned USDA choice top sirloin cooked to perfection and served hot off the grill.
6 oz Top Sirloin,$14.99,From the Grill,Lightly seasoned USDA choice top sirloin cooked to perfection and served hot off the grill.
Grilled Chicken Breast,$12.99,From the Grill,Juicy chicken breast seasoned and grilled over an open flame.
Double-Glazed Baby Back Ribs,$15.49,From the Grill,Slow-cooked to fall off the bone tenderness. Order them Memphis dry-rubbed or sauced with: Spicy Texas BBQ sauce or Honey BBQ sauce.
Shrimp 'n Parmesan Sirloin,$19.49,Chef Selections,"A popular take on surf ‘n turf, this dish starts with a tender grilled 8 oz. USDA choice top sirloin and is topped with sautéed blackened shrimp and our creamy lemon butter parmesan sauce."
Bourbon Street Steak,$17.99,Chef Selections,Big flavor from new orleans. USDA choice top sirloin steak jazzed up with Cajun spices and garlic butter served sizzling on a cast iron platter with sauteed mushrooms and onions. Served with crispy red potatoes.
Cedar Salmon with Maple Mustard Glaze,$17.49,Chef Selections,6 oz. cedar-seasoned grilled salmon with garlic-steamed spinach and a maple mustard glaze.
Bourbon Street Chicken & Shrimp,$16.99,Chicken,Let the good times roll with Cajun seasoned chicken and blackened shrimp in garlic butter served sizzling on a cast iron platter with sauteed mushrooms and onions. Served with crispy red potatoes.
Fiesta Lime Chicken,$12.99,Chicken,"Applebee’s signature. A celebration of flavor, this dish delivers on every level. Grilled chicken glazed with zesty lime sauce and drizzled with tangy mexi-ranch is smothered with a rich blend of cheddar cheeses on a bed of crispy tortilla strips. Served with Spanish rice and house-made pico de gallo."
Chicken Tenders Platter,$11.99,Chicken,Crispy breaded chicken tenders are a grill and bar classic. Served with honey Dijon mustard and fries.
Caprese Mozzarella Chicken,$10.99,Chicken,"A fun twist on Caprese salad. Grilled chicken, tomato, red onion, fresh mozzarella and chopped basil are drizzled with a balsamic glaze and served over garlic mashed potatoes. Lighter fare, 700 cal. | 52g protein."
Cedar Grilled Lemon Chicken,$13.99,Chicken,"Cedar-seasoned grilled chicken on cranberry-pecan rice and quinoa with granny smith apple relish and lemon vinaigrette. Lighter fare, 580 cal. | 42g protein."
Cedar Grilled Lemon Chicken,$13.99,Lighter Fare,Cedar-seasoned grilled chicken on cranberry-pecan rice and quinoa with granny smith apple relish and lemon vinaigrette. 580 cal. | 42g protein.
Pepper-Crusted Sirloin & Whole Grains,$14.99,Lighter Fare,"Grilled peppercorn-seasoned 4 oz. USDA choice top sirloin. Served with hearty grains, balsamic mushrooms, roasted grape tomatoes, onions and fresh sautéed spinach. 380 cal. | 30g protein."
Caprese Mozzarella Chicken,$10.99,Lighter Fare,"A fun twist on Caprese salad. Grilled chicken, tomato, red onion, fresh mozzarella and chopped basil are drizzled with a balsamic glaze and served over garlic mashed potatoes. 700 cal. | 52g protein."
Thai Shrimp Salad,$12.99,Lighter Fare,"Seasoned, grilled shrimp a top fresh Asian greens and edamame. Topped with almonds, crispy wonton strips and a drizzle of Thai peanut sauce with our own chile lime vinaigrette. 630 cal. | 25g protein."
Shrimp Wonton Stir-fry,$13.99,Lighter Fare,"Stir-fry shrimp and veggies are tossed in a sweet and spicy dumpling sauce, served over a bed of rice and topped with wonton strips. 630 cal. | 25g protein."
Spinach & Artichoke Chicken Cavatappi,$12.99,"Pasta, Seafood and More","Creamy artichoke parmesan sauce tossed with corkscrew cavatappi pasta topped with grilled chicken, grape tomatoes and crispy spinach leaves."
Firecracker Shrimp Cavatappi,$13.99,"Pasta, Seafood and More","Spicy. Crispy battered shrimp and corkscrew cavatappi pasta are tossed in a parmesan sriracha cream sauce topped with a fire-grilled zucchini, red pepper and onion relish."
Double Crunch Shrimp,$14.99,"Pasta, Seafood and More","Crispy battered shrimp are fried golden brown. Served with cocktail sauce, tartar sauce, slaw and fries."
Butcher's Meat & Potatoes,$14.99,"Pasta, Seafood and More","USDA choice top sirloin, tomatoes, mushrooms, stout gravy, garlic mashers and crispy onions."
Cedar Salmon with Maple Mustard Glaze,$17.49,"Pasta, Seafood and More",6 oz. cedar-seasoned grilled salmon with garlic steamed spinach and a maple mustard glaze.
Four-Cheese Mac & Cheese with Honey Pepper Chicken Tenders,$13.99,"Pasta, Seafood and More","Applebee’s signature. A sweet and savory take on comfort food, four-cheese mac & cheese is topped with crispy breaded chicken tenders tossed in honey pepper sauce and topped with bacon."
Three-Cheese Chicken Cavatappi,$13.49,"Pasta, Seafood and More","Asiago, parmesan and white cheddar are mixed with corkscrew cavatappi pasta in a rich parmesan cream sauce then topped with grilled chicken, bruschetta tomatoes and basil."
Sirloin Stir-fry,$14.99,"Pasta, Seafood and More","USDA choice top sirloin and veggies are tossed in a sweet and spicy dumpling sauce, served over a bed of rice and topped with wonton strips."
Hand-Battered Fish & Chips,$12.99,"Pasta, Seafood and More","Golden, crispy-battered fish fillet with fries. Comes with our signature cole slaw, tartar sauce and a lemon wedge."
Fire Roasted Chicken Salad Wrap,$9.99,Sandwiches and More,"Spicy. Grilled diced chicken, sautéed veggies, lettuce, creamy sriracha sauce and a squeeze of lime wrapped in grilled Italian flatbread."
Bacon Cheddar Grilled Chicken Sandwich,$10.99,Sandwiches and More,"Our grilled chicken breast is topped with smoky bacon and cheddar then finished with tangy BBQ bacon ranch, crisp lettuce, onion, pickles and tomatoes on a brioche bun."
Chicken Fajita Rollup,$10.49,Sandwiches and More,"Juicy chipotle chicken with crisp lettuce, blend of cheddar cheeses and house-made pico wrapped in a tortilla with our Mexi-ranch dipping sauce."
BBQ Brisket Tacos,$12.29,Sandwiches and More,"Bursting with big Texas flavor, shredded beef brisket, spicy Texas BBQ, blend of cheddar cheeses and pico are topped with crispy onions and drizzled with our mexi-ranch dressing and cilantro. Served with our signature coleslaw."
Clubhouse Grille,$10.99,Sandwiches and More,"Ham, turkey, cheddar, jack, bacon, lettuce, tomato, mayo and honey BBQ sauce on toasted potato bread."
Grilled Chicken Bacon Wrap,$11.99,Sandwiches and More,"Cedar-seasoned grilled chicken, mixed greens, cheddar and bacon drizzled with maple mustard wrapped in a soft, grilled Italian flatbread."
Zesty Ranch Chicken Sandwich,$9.99,Sandwiches and More,"This crispy chicken breast creation is really kickin' with fresh iceberg lettuce, juicy tomatoes, red onion and pickles topped with the zip of classic Buffalo wing sauce and cool ranch dressing. Served on a brioche bun."
Whisky Bacon Burger,$11.99,Burgers,"Spicy. Savor the rich flavor in this tasty original. Caramelized onion and bacon seared into an all-beef patty piled with pepper jack cheese, crispy onions, bacon and Fireball® Whisky steak sauce on a brioche bun."
All-Day Brunch Burger,$11.99,Burgers,"A wake up call for your taste buds, bacon and onions are seared into an all-beef patty topped with crispy hash browns, American cheese, ketchup and a fried egg on a brioche bun."
The American Standard,$11.49,Burgers,"Juicy all-beef patty with seared-in bacon, diced onions and pickles topped with melted American cheese, our signature sauce and a brioche bun."
Caprese Mozzarella Burger,$11.49,Burgers,"Juicy all-beef patty with seared-in garlic and onions topped with grilled tomatoes, red onions, fresh mozzarella, fresh basil and balsamic aioli on a brioche bun."
Triple Bacon,$11.99,Burgers,"All-beef patty with bacon seared-in and topped with cheddar, tangy BBQ bacon ranch and more crispy bacon slices on a brioche bun."
Classic,$8.99,Burgers,"A juicy all-beef burger classic with lettuce, tomato, onion and pickles on a brioche bun."
Quesadilla Burger,$10.99,Burgers,"Applebee’s signature. Part burger, part quesadilla, all taste. This original burger creation comes piled high with jack cheese, our signature Mexi-ranch sauce, crispy bacon, fresh pico and shredded lettuce in a crisp, warm cheddar quesadilla."
Boneless Wings,$29.99,Appetizers - Party Packs,"Choice of: classic buffalo sauce, hot buffalo sauce, honey BBQ sauce, sweet Asian Chile sauce."
Double Crunch Bone-In Wings,$44.99,Appetizers - Party Packs,"Choice of: classic buffalo sauce, hot buffalo sauce, honey BBQ sauce, sweet Asian Chile sauce."
Sriracha Shrimp,$35.99,Appetizers - Party Packs,Spicy. BBQ spice and sriracha Chile-lime sauce.
Chicken Tenders,$32.99,Appetizers - Party Packs,Served with honey Dijon mustard.
Crunchy Onion Rings,$19.99,Appetizers - Party Packs, 
Spinach & Artichoke Dip,$29.99,Appetizers - Party Packs, 
Chips & Salsa,$15.99,Appetizers - Party Packs,Served with chipotle-lime salsa.
Oriental Chicken Salad,$34.99,Salads - Party Packs,"Applebee’s signature. Crispy chicken tenders, fresh Asian greens, rice noodles and almonds with an oriental vinaigrette."
Grilled Chicken Caesar Salad,$32.99,Salads - Party Packs,"Grilled chicken breast, romaine lettuce, croutons and parmesan cheese with a garlic Caesar dressing."
Oriental Grilled Chicken Salad,$34.99,Salads - Party Packs, 
Caesar Salad,$24.99,Salads - Party Packs, 
House Salad with Bacon,$24.99,Salads - Party Packs,"Fresh salad greens, bacon, shredded cheese, croutons, cucumbers, tomatoes and your choice of dressing."
Chicken Fajita Rollup,$42.99,Sandwiches - Party Packs,"Chipotle chicken, cheddar, pico and lettuce served with a mexi-ranch dipping sauce."
Clubhouse Grille,$39.99,Sandwiches - Party Packs,"Ham, turkey, cheddar, jack, bacon, lettuce, tomato, mayo and honey BBQ sauce on toasted potato bread."
Four-Cheese Mac & Cheese,$48.99,Entrées - Party Packs,With honey pepper chicken tenders. Four-cheese mac & cheese topped with bacon and crispy chicken tenders tossed in honey pepper sauce.
Fiesta Lime Chicken,$42.99,Entrées - Party Packs,"Applebee’s signature. Grilled chicken breast, tortilla strips, cilantro-lime glaze and mexi-ranch dressing topped with melted cheddar cheese. Served with Spanish rice and pico."
Three-Cheese Chicken Cavatappi,$46.99,Entrées - Party Packs,"Grilled chicken, corkscrew cavatappi pasta and bruschetta tomato tossed with a parmesan cream sauce."
Chicken Tenders,$36.99,Entrées - Party Packs,Served with honey Dijon mustard and choice of side.
Garlic Mashed Potatoes,$1.99,Sides - Party Packs, 
Coleslaw,$1.99,Sides - Party Packs, 
Bread,$2.99,Sides - Party Packs, 
Steamed Broccoli,$1.99,Sides - Party Packs, 
Chicken Tenders,$4.99,Hungry - Kids Menu, 
Chicken Grillers,$4.99,Hungry - Kids Menu, 
Kraft Macaroni & Cheese,$4.99,Hungry - Kids Menu, 
